fighter_id,fighter_name,fighter_stance,height_cms,reach_cms,weight_lbs
258,Mark Weir,Southpaw,187.96,,185
259,Genki Sudo,Orthodox,175.26,,155
260,Phillip Miller,Orthodox,180.34,,185
261,Leigh Remedios,Orthodox,170.18,,155
262,James Zikic,Orthodox,187.96,,205
263,Chris Haseman,Orthodox,180.34,,205
264,Tim Sylvia,Orthodox,203.2,203.2,265
265,Wesley Correira,Orthodox,190.5,,260
266,Travis Wiuff,Orthodox,190.5,,205
267,Rich Clementi,Southpaw,175.26,182.88,155
268,Dave Strasser,Orthodox,177.8,,170
269,Rich Franklin,Southpaw,185.42,190.5,185
270,Duane Ludwig,Orthodox,177.8,177.8,170
271,Hermes Franca,Orthodox,167.64,180.34,155
272,David Loiseau,Orthodox,182.88,193.04,185
273,Romie Aram,Orthodox,177.8,,170
274,Sean Alvarez,Orthodox,182.88,,235
275,Richard Crunkilton,Orthodox,170.18,,155
276,Vernon White,Southpaw,182.88,,205
277,Falaniko Vitale,Orthodox,177.8,,185
278,Marvin Eastman,Orthodox,175.26,185.42,185
279,Wes Sims,Orthodox,208.28,,260
280,Eddie Ruiz,Orthodox,170.18,,155
281,Jorge Rivera,Orthodox,185.42,185.42,185
282,Karo Parisyan,Orthodox,177.8,182.88,170
283,Josh Thomson,Orthodox,177.8,180.34,155
284,Nick Diaz,Southpaw,185.42,193.04,185
285,Edwin DeWees,Orthodox,185.42,,185
286,Gerald Strebendt,Orthodox,175.26,,155
287,Jeremy Jackson,Orthodox,177.8,,170
288,Frank Trigg,Southpaw,175.26,180.34,170
289,Chris Liguori,Orthodox,175.26,,185
290,Nick Agallar,Orthodox,172.72,,155
291,Renato Verissimo,Orthodox,185.42,,170
292,Lee Murray,Orthodox,190.5,,185
293,Georges St-Pierre,Orthodox,180.34,193.04,185
294,Jeff Curran,Orthodox,167.64,175.26,135
295,Mike Kyle,Orthodox,193.04,195.58,205
296,Jonathan Wiezorek,Southpaw,190.5,,250
297,Wade Shipp,Orthodox,190.5,,245
298,Mike Brown,Orthodox,167.64,177.8,145
299,Trevor Prangley,Orthodox,185.42,190.5,185
300,Ivan Menjivar,Orthodox,167.64,162.56,145
301,Jay Hieron,Orthodox,182.88,190.5,170
302,Joe Riggs,Southpaw,182.88,177.8,185
303,David Terrell,Southpaw,185.42,,185
304,Justin Eilers,Orthodox,185.42,,235
305,Joe Doerksen,Orthodox,182.88,190.5,185
306,Ronald Jhun,Orthodox,180.34,,170
307,Travis Lutter,Orthodox,180.34,190.5,185
308,Patrick Cote,Orthodox,180.34,180.34,170
309,Pete Sell,Orthodox,180.34,190.5,170
310,Paul Buentello,Orthodox,187.96,195.58,245
311,James Irvin,Orthodox,187.96,190.5,205
312,Gideon Ray,Southpaw,177.8,,185
313,Drew Fickett,Orthodox,177.8,177.8,155
314,Forrest Griffin,Orthodox,190.5,195.58,205
315,Diego Sanchez,Southpaw,177.8,182.88,170
316,Sam Hoger,Orthodox,187.96,,205
317,Chris Leben,Southpaw,180.34,187.96,185
318,Josh Koscheck,Orthodox,177.8,185.42,170
319,Nate Quarry,Open Stance,182.88,182.88,185
320,Mike Swick,Orthodox,185.42,195.58,170
321,Alex Karalexis,Orthodox,172.72,167.64,155
322,Stephan Bonnar,Orthodox,193.04,198.12,205
323,Kenny Florian,Southpaw,177.8,187.96,145
324,Bobby Southworth,Orthodox,187.96,,205
325,Jason Thacker,Orthodox,177.8,,185
326,Chris Sanford,Orthodox,180.34,,185
327,Lodune Sincaid,Orthodox,175.26,,185
328,Alex Schoenauer,Orthodox,190.5,,185
329,Josh Rafferty,Orthodox,182.88,,170
330,Jason Miller,Orthodox,185.42,182.88,185
331,John Marsh,Orthodox,182.88,,265
332,Bill Mahood,Orthodox,190.5,,200
333,Kevin Jordan,Orthodox,190.5,,245
334,Charles McCarthy,Orthodox,177.8,180.34,185
335,Nate Marquardt,Orthodox,182.88,187.96,185
336,Josh Neer,Orthodox,180.34,182.88,170
337,Brian Gassaway,Orthodox,185.42,,170
338,Terry Martin,Orthodox,172.72,180.34,185
339,Brandon Vera,Orthodox,190.5,193.04,230
340,Spencer Fisher,Southpaw,170.18,177.8,155
341,Jon Fitch,Orthodox,182.88,193.04,170
342,Jonathan Goulet,Orthodox,182.88,185.42,170
343,Fabiano Scherner,Orthodox,190.5,,257
344,Thiago Alves,Orthodox,175.26,177.8,170
345,Brock Larson,Southpaw,180.34,180.34,170
346,Branden Lee Hinkle,Orthodox,190.5,,235
347,Marcio Cruz,Orthodox,193.04,,232
348,Alessio Sakara,Orthodox,182.88,182.88,185
349,Sean Gannon,Southpaw,190.5,,265
350,Chael Sonnen,Southpaw,185.42,187.96,205
351,Keigo Kunihara,Orthodox,182.88,,235
352,Ron Faircloth,Orthodox,175.26,,205
353,Rashad Evans,Orthodox,182.88,190.5,205
354,Joe Stevenson,Orthodox,170.18,177.8,145
355,Joshua Burkman,Orthodox,177.8,182.88,170
356,Melvin Guillard,Orthodox,175.26,172.72,155
357,Keith Jardine,Orthodox,187.96,193.04,185
358,Brad Imes,Orthodox,200.66,,265
359,Luke Cummo,Orthodox,182.88,187.96,170
360,Kit Cope,Orthodox,182.88,,170
361,Sammy Morgan,Orthodox,177.8,,170
362,Marcus Davis,Southpaw,177.8,177.8,170
363,Kerry Schall,Orthodox,187.96,,265
364,Gabriel Gonzaga,Orthodox,187.96,193.04,242
365,Nick Thompson,Orthodox,185.42,187.96,170
366,Jeff Newton,Sideways,187.96,,205
367,Ansar Chalangov,Orthodox,175.26,,170
368,Keith Wisniewski,Orthodox,182.88,190.5,170
369,Jason Von Flue,Orthodox,182.88,,170
370,Assuerio Silva,Orthodox,177.8,,241
371,Gilbert Aldana,Orthodox,185.42,,250
372,Mike Whitehead,Orthodox,185.42,,205
373,Mark Hominick,Orthodox,172.72,172.72,145
374,Sam Stout,Orthodox,175.26,177.8,155
375,Jason Lambert,Orthodox,190.5,190.5,185
376,Tom Murphy,Southpaw,187.96,,227
377,Steve Vigneault,Orthodox,177.8,,185
378,Rob MacDonald,Orthodox,190.5,198.12,205
379,Icho Larenas,Orthodox,190.5,,235
380,Dan Christison,Orthodox,203.2,,265
381,Luigi Fioravanti,Orthodox,172.72,177.8,170
382,Justin Levens,Orthodox,180.34,,185
383,Scott Smith,Orthodox,182.88,177.8,185
384,Derrick Noble,Southpaw,175.26,,170
385,Dean Lister,Orthodox,185.42,190.5,185
386,Matt Wiman,Orthodox,177.8,172.72,155
387,Rick Davis,Orthodox,175.26,,155
388,Michael Bisping,Orthodox,185.42,190.5,185
389,Kendall Grove,Orthodox,198.12,200.66,185
390,Rory Singer,Orthodox,187.96,195.58,185
391,Kalib Starnes,Orthodox,190.5,187.96,185
392,Matt Hamill,Orthodox,185.42,193.04,205
393,Mike Nickels,Orthodox,193.04,,205
394,Josh Haynes,Orthodox,175.26,,170
395,Ed Herman,Orthodox,185.42,195.58,205
396,Wilson Gouveia,Orthodox,185.42,193.04,185
397,Ross Pointon,Orthodox,172.72,,170
398,Danny Abbadi,Orthodox,180.34,,155
399,Solomon Hutcherson,Southpaw,180.34,,185
400,Jesse Forbes,Southpaw,187.96,190.5,185
401,Wes Combs,Orthodox,187.96,,205
402,Anderson Silva,Southpaw,187.96,195.58,185
403,Jorge Santiago,Orthodox,185.42,187.96,170
404,Jorge Gurgel,Orthodox,170.18,175.26,155
405,Kristian Rothaermel,Open Stance,182.88,,205
406,Cheick Kongo,Orthodox,193.04,208.28,240
407,Joe Jordan,Orthodox,167.64,,155
408,Anthony Perosh,Orthodox,190.5,190.5,205
409,Kurt Pellegrino,Orthodox,172.72,177.8,155
410,Martin Kampmann,Orthodox,182.88,182.88,170
411,Jake O'Brien,Orthodox,190.5,193.04,205
412,Forrest Petz,Orthodox,175.26,180.34,170
413,Anthony Torres,Orthodox,172.72,,170
414,Yuki Sasaki,Orthodox,187.96,,185
415,Crafton Wallace,Orthodox,182.88,,185
416,Kristof Midoux,Orthodox,185.42,,220
417,Pat Healy,Orthodox,182.88,187.96,155
418,Eric Schafer,Orthodox,190.5,190.5,185
419,David Heath,Orthodox,180.34,182.88,205
420,Yushin Okami,Southpaw,187.96,190.5,170
421,Christian Wellisch,Orthodox,187.96,195.58,234
422,Jamie Varner,Orthodox,172.72,182.88,155
423,Cory Walmsley,Orthodox,182.88,,205
424,Alan Belcher,Orthodox,187.96,185.42,185
425,Joe Lauzon,Orthodox,177.8,180.34,155
426,Roger Huerta,Orthodox,175.26,177.8,155
427,Eddie Sanchez,Orthodox,187.96,187.96,230
428,Tyson Griffin,Orthodox,167.64,172.72,145
429,Gabe Ruediger,Orthodox,177.8,,155
430,Jason Dent,Orthodox,177.8,180.34,155
431,Mario Neto,Orthodox,182.88,,229
432,David Lee,Orthodox,177.8,,155
433,Jason MacDonald,Orthodox,190.5,203.2,185
434,Chris Price,Southpaw,187.96,,185
435,Seth Petruzelli,Orthodox,182.88,193.04,205
436,Dustin Hazelett,Orthodox,185.42,193.04,170
437,Carmelo Marrero,Orthodox,182.88,185.42,205
438,Clay Guida,Orthodox,170.18,177.8,155
439,Kuniyoshi Hironaka,Orthodox,177.8,177.8,168
440,Dan Lauzon,Orthodox,177.8,,155
441,Justin James,Orthodox,177.8,,155
442,Junior Assuncao,Orthodox,175.26,182.88,145
443,Thales Leites,Orthodox,185.42,198.12,185
444,Drew McFedries,Southpaw,182.88,182.88,185
445,Antoni Hardonk,Orthodox,193.04,198.12,245
446,Dokonjonosuke Mishima,Southpaw,170.18,,155
447,Gleison Tibau,Southpaw,177.8,180.34,155
448,Sherman Pendergarst,Orthodox,185.42,,235
449,Hector Ramirez,Orthodox,182.88,,205
450,Josh Shockman,Southpaw,193.04,,235
451,Logan Clark,Orthodox,187.96,,185
452,Jeff Joslin,Orthodox,182.88,,170
453,Victor Valimaki,Orthodox,182.88,,205
454,Keita Nakamura,Southpaw,180.34,185.42,170
455,Steve Byrnes,Orthodox,182.88,,170
456,Sean Salmon,Southpaw,177.8,,185
457,Heath Herring,Orthodox,193.04,198.12,250
458,Chad Reiner,Orthodox,180.34,,170
459,Mirko Cro Cop,Southpaw,187.96,185.42,230
460,Rampage Jackson,Orthodox,185.42,185.42,205
461,Frankie Edgar,Orthodox,167.64,172.72,145
462,Lyoto Machida,Southpaw,185.42,187.96,185
463,John Halverson,Southpaw,175.26,,155
464,Diego Saraiva,Orthodox,167.64,,155
465,Rex Holman,Southpaw,190.5,,205
466,Jason Gilliam,Orthodox,182.88,,170
467,Justin McCully,Orthodox,185.42,185.42,225
468,Roan Carneiro,Orthodox,180.34,187.96,170
469,Thiago Tavares,Orthodox,170.18,172.72,145
470,Nate Mohr,Orthodox,175.26,182.88,155
471,Naoyuki Kotani,Southpaw,172.72,167.64,155
472,Leonard Garcia,Orthodox,177.8,175.26,145
473,Terry Etim,Orthodox,185.42,185.42,155
474,Jess Liaudin,Orthodox,175.26,182.88,170
475,Paul Taylor,Orthodox,182.88,182.88,155
476,Fabricio Werdum,Orthodox,193.04,195.58,231
477,Matt Grice,Orthodox,172.72,177.8,145
478,Dennis Siver,Orthodox,167.64,177.8,145
479,Edilberto de Oliveira,Orthodox,182.88,,170
480,Houston Alexander,Orthodox,182.88,182.88,205
481,Thiago Silva,Orthodox,187.96,187.96,205
482,Jeremy Stephens,Orthodox,172.72,180.34,145
483,Tamdan McCrory,Switch,193.04,198.12,185
484,Anthony Johnson,Orthodox,187.96,198.12,205
485,Jordan Radev,Southpaw,170.18,,185
486,Jason Black,Orthodox,172.72,,155
487,Jeff Cox,Orthodox,177.8,,155
488,Luke Caudillo,Orthodox,170.18,,155
489,Jason Tan,Orthodox,177.8,,170
490,Colin Robinson,Orthodox,193.04,,243
491,Stevie Lynch,Orthodox,177.8,,170
492,Nate Diaz,Southpaw,182.88,193.04,170
493,Cole Miller,Orthodox,185.42,187.96,145
494,Gray Maynard,Orthodox,175.26,177.8,155
495,Manvel Gamburyan,Orthodox,165.1,170.18,135
496,Floyd Sword,Orthodox,182.88,,185
497,Doug Evans,Orthodox,175.26,,155
498,Brandon Melendez,Southpaw,180.34,,155
499,Andy Wang,Orthodox,167.64,,155
500,Rob Emerson,Orthodox,175.26,177.8,155
501,Allen Berube,Orthodox,172.72,,155
502,Brian Geraghty,Orthodox,170.18,,155
503,Minotauro Nogueira,Orthodox,190.5,195.58,240
504,Alvin Robinson,Southpaw,175.26,172.72,155
505,Mark Bocek,Orthodox,172.72,190.5,155
506,Alberto Crane,Orthodox,165.1,,155
507,Ryan Jensen,Orthodox,185.42,193.04,185
508,Marcus Aurelio,Orthodox,177.8,187.96,155
509,Tomasz Drwal,Orthodox,185.42,193.04,205
510,Joe Veres,Orthodox,170.18,,155
511,Mauricio Rua,Orthodox,185.42,193.04,205
512,Kazuhiro Nakamura,Orthodox,180.34,177.8,205
513,Scott Junk,Orthodox,185.42,,265
514,Michihiro Omigawa,Orthodox,167.64,172.72,145
515,Demian Maia,Southpaw,185.42,182.88,170
516,Akihiro Gono,Switch,170.18,172.72,170
517,Ryo Chonan,Orthodox,175.26,177.8,170
518,Jason Reinhardt,Orthodox,167.64,,135
519,Mac Danzig,Orthodox,172.72,177.8,155
520,Jon Koppenhaver,Orthodox,180.34,,170
521,George Sotiropoulos,Orthodox,177.8,180.34,155
522,Ben Saunders,Orthodox,187.96,195.58,170
523,Troy Mandaloniz,Orthodox,175.26,,170
524,Matt Arroyo,Orthodox,177.8,182.88,170
525,Roman Mitichyan,Orthodox,177.8,,170
526,Tommy Speer,Orthodox,177.8,180.34,170
527,Jared Rollins,Orthodox,175.26,,170
528,Billy Miles,Orthodox,177.8,,170
529,Dan Barrera,Orthodox,175.26,,170
530,Richie Hightower,Orthodox,172.72,,170
531,John Kolosci,Orthodox,180.34,,185
532,Dorian Price,Southpaw,190.5,,170
533,Paul Georgieff,Orthodox,187.96,,170
534,Soa Palelei,Orthodox,193.04,205.74,265
535,Rameau Thierry Sokoudjou,Orthodox,177.8,198.12,205
536,Luiz Cane,Southpaw,187.96,195.58,185
537,Paul Kelly,Orthodox,175.26,177.8,155
538,James Lee,Southpaw,180.34,,205
539,Per Eklund,Orthodox,177.8,182.88,155
540,Corey Hill,Orthodox,193.04,203.2,155
541,Justin Buchholz,Orthodox,182.88,185.42,155
542,Tim Boetsch,Orthodox,182.88,187.96,185
543,Brock Lesnar,Orthodox,190.5,205.74,265
544,Rob Yundt,Orthodox,185.42,,185
545,Kyle Bradley,Orthodox,175.26,180.34,155
546,Chris Wilson,Orthodox,185.42,190.5,170
547,David Bielkheden,Orthodox,177.8,180.34,155
548,Ryan Roberts,Orthodox,167.64,,155
549,Samy Schiavo,Orthodox,172.72,,155
550,Jason Day,Orthodox,182.88,182.88,185
551,Cain Velasquez,Orthodox,185.42,195.58,240
552,Brad Morris,Orthodox,187.96,,205
553,Goran Reljic,Southpaw,190.5,205.74,205
554,Rousimar Palhares,Orthodox,172.72,180.34,170
555,Yoshiyuki Yoshida,Southpaw,180.34,177.8,170
556,Dong Hyun Kim,Southpaw,187.96,193.04,170
557,Shane Carwin,Orthodox,187.96,203.2,265
558,Antonio Mendes,Southpaw,190.5,195.58,205
559,Kevin Burns,Orthodox,177.8,187.96,170
560,Amir Sadollah,Orthodox,177.8,187.96,170
561,Matthew Riddle,Southpaw,185.42,187.96,170
562,Matt Brown,Orthodox,182.88,190.5,170
563,Rob Kimmons,Orthodox,177.8,185.42,185
564,CB Dollaway,Orthodox,187.96,193.04,185
565,Dante Rivera,Southpaw,185.42,,185
566,Tim Credeur,Orthodox,190.5,190.5,185
567,Rory Markham,Orthodox,182.88,180.34,170
568,Nate Loughran,Orthodox,187.96,,185
569,Brad Blackburn,Orthodox,177.8,185.42,170
570,Shannon Gugerty,Orthodox,177.8,180.34,155
571,Reese Andy,Orthodox,182.88,,205
