fighter_id,fighter_name,fighter_stance,height_cms,reach_cms,weight_lbs
1110,Junior Hernandez,Orthodox,175.26,175.26,135
1111,Elias Silverio,Orthodox,180.34,185.42,155
1112,Ivan Jorge,Orthodox,175.26,185.42,155
1113,Nandor Guelmino,,190.5,193.04,230
1114,Wilson Reis,Southpaw,162.56,165.1,125
1115,Jesse Ronson,Southpaw,177.8,182.88,155
1116,Daniel Omielanczuk,Southpaw,182.88,187.96,247
1117,Yan Cabral,Orthodox,180.34,185.42,155
1118,Alan Patrick,Southpaw,180.34,187.96,155
1119,Igor Araujo,Orthodox,185.42,195.58,170
1120,Garett Whiteley,Orthodox,182.88,182.88,155
1121,Sarah Kaufman,Orthodox,165.1,170.18,135
1122,Darrell Montague,Southpaw,167.64,170.18,125
1123,Jessica Eye,Orthodox,167.64,167.64,125
1124,Andre Fili,Orthodox,180.34,187.96,145
1125,Kyoji Horiguchi,Orthodox,165.1,167.64,125
1126,Nico Musoke,Orthodox,182.88,190.5,170
1127,Rob Whiteford,Southpaw,175.26,175.26,145
1128,Brian Houston,Orthodox,187.96,198.12,185
1129,Santiago Ponzinibbio,Orthodox,182.88,185.42,170
1130,Adriano Martins,Southpaw,177.8,182.88,155
1131,Omari Akhmedov,Orthodox,182.88,185.42,185
1132,Dustin Ortiz,Orthodox,165.1,165.1,125
1133,Anthony Lapsley,Southpaw,175.26,180.34,170
1134,Sergio Pettis,Orthodox,167.64,175.26,135
1135,Julianna Pena,,167.64,175.26,135
1136,Chris Holdsworth,,180.34,180.34,135
1137,Jessamyn Duke,,180.34,185.42,135
1138,Roxanne Modafferi,,170.18,175.26,125
1139,Jared Rosholt,Orthodox,187.96,190.5,265
1140,Joshua Sampo,Orthodox,162.56,162.56,125
1141,Jessica Rakoczy,Orthodox,170.18,172.72,115
1142,Davey Grant,,172.72,175.26,135
1143,Peggy Morgan,,185.42,177.8,135
1144,Raquel Pennington,Orthodox,170.18,170.18,135
1145,Tom Niinimaki,Orthodox,175.26,175.26,145
1146,Walt Harris,Southpaw,195.58,195.58,250
1147,Drew Dober,Southpaw,172.72,177.8,155
1148,Ryan Benoit,Orthodox,165.1,172.72,125
1149,Richie Vaculik,Orthodox,167.64,175.26,125
1150,Bruno Santos,Orthodox,175.26,175.26,185
1151,Ben Wall,Orthodox,177.8,185.42,155
1152,Bethe Correia,Orthodox,165.1,162.56,135
1153,Justin Scoggins,Southpaw,170.18,167.64,125
1154,Krzysztof Jotko,Southpaw,185.42,195.58,185
1155,Alex Garcia,Orthodox,175.26,182.88,170
1156,Zach Makovsky,Southpaw,162.56,162.56,125
1157,Alptekin Ozkilic,Orthodox,165.1,165.1,125
1158,Tarec Saffiedine,Switch,177.8,177.8,170
1159,Tatsuya Kawajiri,Orthodox,170.18,175.26,145
1160,Kiichi Kunimoto,Orthodox,177.8,180.34,170
1161,Katsunori Kikuno,Orthodox,172.72,167.64,145
1162,Royston Wee,Orthodox,170.18,170.18,135
1163,Mairbek Taisumov,Orthodox,175.26,185.42,155
1164,Leandro Issa,Orthodox,170.18,175.26,135
1165,Sean Soriano,Orthodox,175.26,177.8,145
1166,Luiz Dutra,Orthodox,180.34,180.34,170
1167,Shunichi Shimizu,Orthodox,165.1,167.64,135
1168,Will Chope,Switch,193.04,193.04,145
1169,Dave Galera,Orthodox,180.34,,135
1170,Tae Hyun Bang,Switch,175.26,180.34,155
1171,Jon Delos Reyes,Orthodox,167.64,170.18,125
1172,Russell Doane,Orthodox,170.18,177.8,135
1173,Louis Smolka,Orthodox,175.26,172.72,135
1174,Beneil Dariush,Southpaw,177.8,182.88,155
1175,George Sullivan,Orthodox,182.88,185.42,170
1176,Mike Rhodes,Orthodox,185.42,187.96,170
1177,Anthony Rocco Martin,Orthodox,182.88,185.42,170
1178,Danny Martinez,Orthodox,167.64,170.18,125
1179,Kevin Lee,Orthodox,175.26,195.58,170
1180,Andy Enz,Orthodox,190.5,198.12,185
1181,Rashid Magomedov,Orthodox,175.26,177.8,155
1182,Gasan Umalatov,Orthodox,180.34,180.34,170
1183,Douglas Silva de Andrade,Orthodox,170.18,172.72,135
1184,Takenori Sato,Southpaw,177.8,180.34,170
1185,Albert Tumenov,Orthodox,180.34,185.42,170
1186,Zubaira Tukhugov,Orthodox,172.72,172.72,145
1187,Cody Gibson,Orthodox,177.8,180.34,135
1188,Ernest Chavez,Orthodox,172.72,177.8,145
1189,Patrick Cummins,Orthodox,187.96,193.04,205
1190,Pedro Munhoz,Orthodox,167.64,165.1,135
1191,Aljamain Sterling,Orthodox,170.18,180.34,135
1192,Yosdenis Cedeno,Orthodox,172.72,175.26,155
1193,Sai Wang,Southpaw,182.88,182.88,170
1194,Albert Cheng,Orthodox,180.34,,170
1195,Jumabieke Tuerxun,Orthodox,170.18,170.18,135
1196,Zhang Lipeng,Southpaw,180.34,180.34,155
1197,Yui Chul Nam,Orthodox,175.26,175.26,145
1198,An Ying Wang,Orthodox,182.88,,170
1199,Mark Eddiva,Orthodox,172.72,172.72,145
1200,Neil Seery,Orthodox,162.56,162.56,125
1201,Mats Nilsson,Orthodox,185.42,187.96,170
1202,Claudio Silva,Southpaw,180.34,180.34,170
1203,Danny Mitchell,Orthodox,187.96,187.96,170
1204,Francisco Trevino,Orthodox,175.26,177.8,155
1205,Sean Strickland,Orthodox,185.42,193.04,170
1206,Hans Stringer,Orthodox,190.5,185.42,205
1207,Noad Lahat,Orthodox,175.26,175.26,145
1208,Alan Omer,Orthodox,177.8,180.34,145
1209,Jim Alers,Orthodox,175.26,180.34,145
1210,Sheldon Westcott,Southpaw,185.42,180.34,170
1211,Chad Laprise,Orthodox,177.8,180.34,170
1212,Nordine Taleb,Orthodox,185.42,187.96,170
1213,Richard Walsh,,182.88,185.42,170
1214,Elias Theodorou,Orthodox,185.42,190.5,185
1215,Olivier Aubin-Mercier,Southpaw,175.26,177.8,155
1216,Leslie Smith,Orthodox,175.26,167.64,135
1217,Sean O'Connell,Orthodox,185.42,187.96,205
1218,Mike de la Torre,Orthodox,180.34,180.34,145
1219,Vik Grujic,Orthodox,180.34,185.42,170
1220,Chris Indich,,177.8,185.42,170
1221,Tim Gorman,Southpaw,165.1,172.72,135
1222,Mirsad Bektic,Orthodox,172.72,177.8,145
1223,Derrick Lewis,Orthodox,190.5,200.66,260
1224,Alex White,Southpaw,182.88,180.34,155
1225,Luke Zachrich,Orthodox,187.96,187.96,185
1226,Hernani Perpetuo,Orthodox,182.88,187.96,170
1227,Ray Borg,Orthodox,162.56,160.02,135
1228,Chas Skelly,Orthodox,180.34,182.88,145
1229,Jack May,Switch,203.2,200.66,255
1230,Chris Beal,Orthodox,170.18,175.26,125
1231,Patrick Williams,Orthodox,172.72,185.42,135
1232,Ruan Potts,Orthodox,187.96,190.5,247
1233,David Michaud,Orthodox,175.26,182.88,155
1234,Aaron Phillips,Southpaw,175.26,177.8,135
1235,Li Jingliang,Orthodox,182.88,180.34,170
1236,Vitor Miranda,Orthodox,185.42,195.58,185
1237,Marcio Alexandre Junior,Southpaw,182.88,190.5,185
1238,Ricardo Abreu,Orthodox,180.34,185.42,185
1239,Marcos Rogerio de Lima,Orthodox,185.42,190.5,253
1240,Nick Hein,Southpaw,167.64,167.64,155
1241,Viktor Pesta,Orthodox,190.5,195.58,240
1242,Antonio Carlos Junior,Orthodox,187.96,200.66,185
1243,Warlley Alves,Orthodox,180.34,182.88,170
1244,Alexander Yakovlev,Southpaw,190.5,187.96,155
1245,Wagner Silva,Orthodox,182.88,180.34,170
1246,Richardson Moreira,Orthodox,187.96,182.88,185
1247,Matt Hobar,Southpaw,177.8,177.8,135
1248,Niklas Backstrom,Orthodox,185.42,187.96,145
1249,Pawel Pawlak,Orthodox,182.88,185.42,170
1250,Ruslan Magomedov,Orthodox,190.5,198.12,242
1251,Jake Lindsey,Switch,180.34,180.34,155
1252,Roger Narvaez,Southpaw,190.5,200.66,185
1253,Valerie Letourneau,Orthodox,170.18,172.72,115
1254,Kajan Johnson,Orthodox,180.34,190.5,155
1255,Jason Saggo,Orthodox,180.34,180.34,155
1256,Elizabeth Phillips,Orthodox,167.64,165.1,135
1257,Michinori Tanaka,Orthodox,165.1,170.18,135
1258,Josh Shockley,Orthodox,185.42,187.96,155
1259,Joe Ellenberger,Orthodox,175.26,182.88,155
1260,Aleksei Oleinik,Orthodox,187.96,203.2,240
1261,Jake Matthews,Orthodox,180.34,185.42,170
1262,Dan Hooker,Switch,182.88,190.5,155
1263,James Moontasri,Switch,177.8,180.34,170
1264,Diego Ferreira,Orthodox,175.26,187.96,155
1265,Shane Howell,Orthodox,172.72,175.26,125
1266,Anthony Hamilton,Orthodox,195.58,193.04,260
1267,Dashon Johnson,Orthodox,170.18,177.8,145
1268,Roldan Sangcha-an,Orthodox,162.56,165.1,125
1269,Rodrigo de Lima,Orthodox,170.18,190.5,155
1270,Ian Entwistle,Orthodox,165.1,162.56,135
1271,Rob Font,Orthodox,172.72,180.34,135
1272,Guilherme Vasconcelos,Orthodox,182.88,187.96,185
1273,Bubba Bush,Orthodox,182.88,185.42,185
1274,Corey Anderson,Orthodox,190.5,200.66,205
1275,Dhiego Lima,Orthodox,187.96,187.96,170
1276,Patrick Walsh,,180.34,180.34,185
1277,Sarah Moras,,170.18,170.18,135
1278,Robert Drysdale,Orthodox,190.5,198.12,205
1279,Matt Van Buren,,195.58,193.04,205
1280,Eddie Gordon,Orthodox,182.88,193.04,185
1281,Guto Inocente,Orthodox,190.5,195.58,205
1282,Juan Puig,Orthodox,175.26,182.88,145
1283,Daniel Spohn,Southpaw,193.04,200.66,205
1284,Alexis Dufresne,Orthodox,175.26,172.72,135
1285,Keith Berish,Orthodox,182.88,185.42,205
1286,Claudia Gadelha,Orthodox,162.56,160.02,115
1287,Jerrod Sanders,Orthodox,172.72,182.88,135
1288,Tina Lahdemaki,Orthodox,157.48,157.48,115
1289,Cathal Pendred,Orthodox,185.42,190.5,170
1290,Paddy Holohan,Orthodox,177.8,175.26,125
1291,Chris Dempsey,Orthodox,177.8,182.88,185
1292,Mike King,,190.5,190.5,185
1293,Akbarh Arreola,Southpaw,177.8,180.34,155
1294,Andreas Stahl,Orthodox,180.34,185.42,170
1295,Juliana Lima,Orthodox,165.1,165.1,115
1296,Brian Ortega,Switch,172.72,175.26,145
1297,Tiago Trator,Orthodox,175.26,177.8,145
1298,Gilbert Burns,Orthodox,177.8,180.34,155
1299,Joanna Jedrzejczyk,Orthodox,167.64,165.1,125
1300,Nolan Ticman,Orthodox,167.64,175.26,125
1301,Alan Jouban,Southpaw,182.88,185.42,170
1302,Lauren Murphy,Orthodox,170.18,170.18,125
1303,Sam Alvey,Southpaw,187.96,190.5,205
1304,Frankie Saenz,Orthodox,167.64,167.64,135
1305,Ning Guangyou,Southpaw,162.56,162.56,145
1306,Alberto Mina,Orthodox,182.88,195.58,170
1307,Yao Zhikui,Orthodox,165.1,162.56,125
1308,Clay Collard,Orthodox,180.34,185.42,145
1309,Valmir Lazaro,Orthodox,182.88,185.42,155
1310,Chris Heatherly,Orthodox,175.26,172.72,155
1311,Joby Sanchez,Orthodox,167.64,172.72,135
1312,Brendan O'Reilly,Orthodox,170.18,175.26,170
1313,Jianping Yang,Orthodox,170.18,165.1,145
1314,Shinsho Anzai,Orthodox,170.18,177.8,170
1315,Ulka Sasaki,Southpaw,177.8,180.34,125
1316,Colby Covington,Orthodox,180.34,182.88,170
1317,Milana Dudieva,Orthodox,160.02,154.94,135
1318,Chris Wade,Orthodox,177.8,177.8,155
1319,Joe Soto,Orthodox,167.64,165.1,135
1320,Shayna Baszler,Orthodox,170.18,170.18,135
1321,Damon Jackson,Switch,180.34,180.34,145
1322,Cain Carrizosa,Orthodox,172.72,187.96,155
1323,Tateki Matsuda,Orthodox,170.18,165.1,125
1324,Wendell Oliveira,Orthodox,177.8,182.88,170
1325,Larissa Pacheco,Orthodox,170.18,175.26,135
1326,Rin Nakai,Orthodox,154.94,152.4,135
1327,Masanori Kanehara,Orthodox,170.18,170.18,135
1328,Johnny Case,Orthodox,177.8,182.88,155
1329,Eddie Alvarez,Orthodox,175.26,175.26,155
1330,Roman Salazar,Orthodox,170.18,170.18,135
1331,Paul Felder,Orthodox,180.34,177.8,155
1332,Chris Kelades,Orthodox,170.18,172.72,125
1333,Matt Dwyer,Orthodox,193.04,193.04,170
1334,Jan Blachowicz,Orthodox,187.96,198.12,205
1335,Scott Askham,Southpaw,190.5,190.5,185
1336,Charles Rosa,Switch,175.26,175.26,145
1337,Marcin Bandel,Orthodox,177.8,177.8,155
1338,Christos Giagos,Orthodox,177.8,180.34,155
1339,Daniel Kelly,Southpaw,182.88,177.8,185
1340,Diego Rivas,Orthodox,172.72,175.26,145
1341,Thomas Almeida,Southpaw,170.18,177.8,135
1342,Leon Edwards,Southpaw,182.88,187.96,170
1343,Jorge de Oliveira,Orthodox,172.72,180.34,155
1344,Nina Ansaroff,Orthodox,165.1,162.56,115
1345,Rodolfo Rubio,Orthodox,165.1,167.64,145
1346,Augusto Montano,Orthodox,185.42,185.42,170
1347,Yair Rodriguez,,180.34,180.34,145
1348,Alejandro Perez,Orthodox,167.64,170.18,135
1349,Gabriel Benitez,Southpaw,172.72,180.34,145
1350,Henry Briones,,172.72,175.26,135
1351,Marco Beltran,Orthodox,172.72,175.26,125
1352,Hector Urbina,Orthodox,180.34,185.42,170
1353,Leonardo Morales,Southpaw,172.72,172.72,135
1354,Jose Quinonez,,172.72,175.26,135
1355,Humberto Brown,,177.8,180.34,145
1356,Guido Cannetti,Southpaw,167.64,172.72,135
1357,Marlon Vera,Switch,172.72,177.8,135
1358,Paige VanZant,Orthodox,162.56,165.1,115
1359,Josh Copeland,Orthodox,185.42,190.5,265
1360,Kailin Curran,Orthodox,162.56,165.1,115
1361,Dooho Choi,Orthodox,177.8,177.8,145
1362,Justin Jones,Orthodox,180.34,198.12,185
1363,Ashlee Evans-Smith,Orthodox,172.72,170.18,125
1364,Carla Esparza,,154.94,160.02,115
1365,Jessica Penne,,165.1,170.18,115
1366,Felice Herrig,Orthodox,162.56,165.1,115
1367,Bec Rawlings,Orthodox,167.64,162.56,125
1368,Joanne Calderwood,Orthodox,167.64,165.1,125
1369,Tecia Torres,Orthodox,154.94,152.4,115
1370,Aisling Daly,,157.48,162.56,115
1371,Emily Peters Kagan,,160.02,167.64,115
1372,Rose Namajunas,Orthodox,165.1,165.1,115
1373,Randa Markos,Orthodox,162.56,160.02,115
1374,Lisa Ellis,,162.56,157.48,115
1375,Heather Jo Clark,,167.64,162.56,115
1376,Seohee Ham,Southpaw,157.48,157.48,115
1377,Angela Magana,,154.94,165.1,115
1378,Alex Chambers,,160.02,160.02,115
1379,Angela Hill,Orthodox,160.02,162.56,115
1380,Henry Cejudo,Orthodox,162.56,162.56,135
1381,Anthony Birchak,Orthodox,172.72,175.26,135
1382,Willie Gates,Orthodox,172.72,177.8,125
1383,Bryan Barberena,Southpaw,182.88,182.88,170
1384,Antonio Dos Santos,Orthodox,177.8,182.88,185
1385,Renato Moicano,Orthodox,180.34,182.88,145
1386,Jake Collier,Orthodox,190.5,198.12,205
1387,Cody Garbrandt,Orthodox,172.72,165.1,135
1388,Jared Cannonier,Switch,180.34,195.58,185
1389,Marion Reneau,Orthodox,167.64,172.72,135
1390,Ron Stallings,Southpaw,187.96,190.5,170
1391,Frankie Perez,Orthodox,180.34,185.42,155
1392,Sultan Aliev,Orthodox,180.34,187.96,170
1393,Makwan Amirkhani,Southpaw,177.8,182.88,145
1394,Anthony Christodoulou,Orthodox,175.26,182.88,155
1395,Paul Redmond,Orthodox,177.8,177.8,145
1396,Konstantin Erokhin,Orthodox,180.34,185.42,230
1397,Cody Pfister,Orthodox,177.8,185.42,155
1398,Masio Fullen,Orthodox,177.8,177.8,145
1399,Holly Holm,Southpaw,172.72,175.26,145
1400,Alex Torres,Orthodox,177.8,177.8,145
1401,Joe Duffy,Orthodox,177.8,185.42,155
1402,Bentley Syler,Orthodox,162.56,172.72,125
1403,Alex Oliveira,Orthodox,180.34,193.04,170
1404,Fredy Serrano,Orthodox,160.02,165.1,125
1405,Shamil Abdurakhimov,Orthodox,190.5,193.04,235
1406,Tim Johnson,Southpaw,190.5,195.58,265
1407,Bartosz Fabinski,Orthodox,182.88,190.5,170
1408,Damian Stasiak,Orthodox,165.1,177.8,135
1409,Izabela Badurek,Orthodox,165.1,,115
1410,Taylor Lapilus,Southpaw,167.64,185.42,135
1411,Maryna Moroz,Orthodox,170.18,170.18,125
1412,Garreth McLellan,Southpaw,185.42,182.88,185
1413,Mickael Lebout,Orthodox,180.34,185.42,155
1414,Alexandra Albu,Orthodox,157.48,160.02,115
1415,Stevie Ray,Southpaw,177.8,177.8,155
1416,Rocky Lee,Orthodox,175.26,172.72,145
1417,Shane Campbell,Orthodox,182.88,180.34,155
1418,Jonavin Webb,Orthodox,177.8,180.34,170
1419,Ben Nguyen,Switch,165.1,165.1,125
1420,Levan Makashvili,Orthodox,172.72,172.72,145
1421,Islam Makhachev,Orthodox,177.8,177.8,155
1422,Leo Kuntz,Orthodox,177.8,187.96,155
1423,Elizeu Zaleski dos Santos,Orthodox,180.34,185.42,170
1424,Darren Till,Southpaw,182.88,187.96,170
1425,Nicolas Dalby,Orthodox,180.34,187.96,170
1426,Ericka Almeida,,167.64,172.72,115
1427,Tom Breese,Southpaw,190.5,185.42,185
1428,Steve Kennedy,Orthodox,180.34,180.34,170
1429,Lukasz Sajewski,Orthodox,172.72,180.34,155
1430,Arnold Allen,Southpaw,172.72,177.8,145
1431,Magomed Mustafaev,Orthodox,172.72,180.34,155
1432,Steve Montgomery,Southpaw,193.04,190.5,185
1433,Steve Bosse,Orthodox,180.34,182.88,205
1434,Joe Merritt,Orthodox,182.88,185.42,170
1435,Lewis Gonzalez,Orthodox,177.8,185.42,170
1436,Tony Sims,Southpaw,180.34,177.8,155
1437,Sirwan Kakai,Orthodox,165.1,167.64,135
1438,Kamaru Usman,Switch,182.88,193.04,170
1439,Michael Graves,,177.8,180.34,170
1440,Hayder Hassan,,177.8,177.8,170
1441,Vicente Luque,Orthodox,180.34,190.5,170
1442,Michelle Waterson,Orthodox,160.02,157.48,115
1443,Dominic Waters,Orthodox,185.42,200.66,170
1444,Lyman Good,Orthodox,182.88,187.96,170
1445,Cortney Casey,Orthodox,170.18,170.18,115
1446,Teemu Packalen,Orthodox,185.42,182.88,155
1447,Jimmie Rivera,Orthodox,162.56,172.72,135
1448,Chris de la Rocha,Orthodox,190.5,203.2,250
1449,Andrew Holbrook,Southpaw,180.34,177.8,155
1450,Dominique Steele,Orthodox,177.8,187.96,170
1451,Glaico Franca,,182.88,195.58,155
1452,Reginaldo Vieira,,170.18,165.1,135
1453,Fernando Bruno,,167.64,177.8,145
1454,Dileno Lopes,,165.1,165.1,135
1455,Jessica Aguilar,Orthodox,160.02,160.02,115
1456,Geane Herrera,Orthodox,165.1,167.64,125
1457,Oluwale Bamgbose,Switch,180.34,198.12,185
1458,Jonathan Wilson,Southpaw,187.96,190.5,205
1459,Scott Holtzman,Orthodox,175.26,175.26,155
1460,Misha Cirkunov,Orthodox,190.5,195.58,205
1461,Daniel Jolly,Orthodox,185.42,190.5,205
1462,Joaquim Silva,,172.72,175.26,155
1463,Nazareno Malegarie,,172.72,177.8,155
1464,Teruto Ishihara,Southpaw,170.18,175.26,135
1465,Yusuke Kasuya,Southpaw,170.18,170.18,155
1466,Roger Zapata,Southpaw,180.34,187.96,170
1467,Sage Northcutt,Orthodox,182.88,180.34,170
1468,Bruno Korea,,167.64,165.1,135
1469,Matheus Nicolau,,167.64,167.64,125
1470,Anton Zafir,Orthodox,180.34,182.88,170
1471,Erick Montano,Orthodox,182.88,185.42,170
1472,Horacio Gutierrez,,177.8,175.26,145
1473,Vernon Ramos,Orthodox,167.64,182.88,170
1474,Cesar Arzamendia,,180.34,180.34,155
1475,Enrique Marin,,177.8,187.96,170
1476,Enrique Barzola,,170.18,177.8,145
1477,Alvaro Herrera,,182.88,187.96,155
1478,Polo Reyes,,180.34,180.34,155
1479,Dong Hyun Ma,Orthodox,180.34,177.8,155
1480,Danny Roberts,Southpaw,185.42,187.96,170
1481,Nathan Coy,Southpaw,177.8,175.26,170
1482,Artem Lobov,Southpaw,175.26,165.1,145
1483,Julian Erosa,Southpaw,185.42,187.96,145
1484,Chris Gruetzemacher,Orthodox,172.72,172.72,155
1485,Ryan Hall,,177.8,180.34,155
1486,Jason Knight,Orthodox,177.8,180.34,145
1487,Marcin Wrzosek,,175.26,,155
1488,Abner Lloveras,,180.34,180.34,155
1489,Jocelyn Jones-Lybarger,Orthodox,170.18,162.56,115
1490,Francis Ngannou,Orthodox,193.04,210.82,250
1491,Karolina Kowalkiewicz,Orthodox,160.02,162.56,115
1492,Valentina Shevchenko,Southpaw,165.1,167.64,125
1493,Luis Henrique,Orthodox,187.96,187.96,243
1494,Justine Kish,Orthodox,165.1,162.56,125
1495,Alex Morono,Orthodox,180.34,182.88,170
1496,Mehdi Baghdad,Orthodox,185.42,190.5,155
1497,Luke Sanders,Southpaw,167.64,170.18,135
1498,Kyle Bochniak,Orthodox,170.18,177.8,145
1499,Joey Gomez,Orthodox,177.8,180.34,155
1500,Elvis Mutapcic,Orthodox,182.88,182.88,185
1501,Randy Brown,Orthodox,190.5,198.12,170
1502,Felipe Olivieri,Orthodox,175.26,182.88,155
1503,Mickey Gall,Switch,187.96,187.96,170
1504,Alex Nicholson,Orthodox,193.04,205.74,185
1505,Damian Grabowski,Orthodox,185.42,190.5,241
1506,Mike Jackson,Orthodox,187.96,,170
1507,Augusto Mendes,Orthodox,167.64,165.1,135
1508,Leonardo Augusto Leleco,Orthodox,182.88,185.42,185
1509,Kelly Faszholz,Orthodox,172.72,170.18,135
1510,David Teymur,Southpaw,175.26,185.42,155
1511,Jarjis Danho,Orthodox,190.5,187.96,265
1512,Thibault Gouti,Orthodox,177.8,182.88,155
1513,Martin Svensson,,185.42,182.88,155
1514,Damien Brown,Orthodox,177.8,172.72,155
1515,Filip Pejic,Orthodox,172.72,177.8,135
1516,Alessio Di Chirico,Orthodox,182.88,187.96,185
1517,Curtis Blaydes,Orthodox,193.04,203.2,265
1518,Marcin Tybura,Orthodox,190.5,198.12,249
1519,Cristina Stanciu,Orthodox,160.02,162.56,115
1520,Damir Hadzovic,Orthodox,175.26,177.8,155
1521,Cyril Asker,Orthodox,182.88,187.96,247
1522,Bojan Velickovic,Southpaw,182.88,193.04,170
1523,Darrell Horcher,Southpaw,177.8,177.8,155
1524,Cody East,Orthodox,190.5,187.96,245
1525,Anna Elmose,Orthodox,160.02,165.1,115
1526,Josh Emmett,Orthodox,167.64,177.8,145
1527,Cris Cyborg,Orthodox,172.72,172.72,145
1528,Luan Chagas,Orthodox,182.88,190.5,170
1529,Jordan Rinaldi,Orthodox,177.8,182.88,145
1530,Alberto Uda,Orthodox,190.5,195.58,185
1531,Adam Milstead,Orthodox,190.5,193.04,205
1532,Henrique da Silva,Orthodox,190.5,193.04,205
1533,Ion Cutelaba,Southpaw,185.42,190.5,205
1534,Jonathan Meunier,Switch,190.5,190.5,170
1535,Belal Muhammad,Orthodox,180.34,182.88,170
1536,Andrew Sanchez,Orthodox,185.42,187.96,185
1537,Tatiana Suarez,,165.1,167.64,115
1538,Cory Hendricks,,190.5,,205
1539,Khalil Rountree Jr.,Southpaw,185.42,193.04,205
1540,Amanda Cooper,Switch,160.02,162.56,115
1541,Will Brooks,Orthodox,177.8,182.88,155
1542,Josh Stansbury,,187.96,187.96,205
1543,Eric Spicely,Orthodox,185.42,185.42,185
1544,Devin Clark,Orthodox,182.88,190.5,205
1545,Lando Vannata,Orthodox,175.26,180.34,155
1546,Katlyn Chookagian,Orthodox,175.26,172.72,125
1547,Matthew Lopez,Southpaw,170.18,175.26,135
1548,Bojan Mihajlovic,Orthodox,180.34,185.42,205
1549,JC Cottrell,Orthodox,175.26,180.34,155
1550,Dmitrii Smoliakov,Switch,187.96,187.96,253
1551,Hector Sandoval,Orthodox,157.48,162.56,125
1552,Chase Sherman,Orthodox,193.04,198.12,250
1553,Joe Gigliotti,Orthodox,180.34,175.26,185
1554,Danielle Taylor,Orthodox,152.4,152.4,115
1555,Jason Novelli,Orthodox,182.88,190.5,155
1556,Justin Ledet,Orthodox,193.04,203.2,205
1557,Mike Perry,Orthodox,177.8,180.34,170
1558,Sabah Homasi,Orthodox,182.88,182.88,170
1559,Chris Avila,Orthodox,177.8,182.88,145
1560,Max Griffin,Orthodox,180.34,193.04,170
1561,Marvin Vettori,Southpaw,182.88,187.96,185
1562,Jeremy Kennedy,Orthodox,180.34,180.34,145
1563,Felipe Silva,Orthodox,182.88,195.58,155
1564,Alessandro Ricci,Orthodox,180.34,175.26,155
1565,Jessin Ayari,Orthodox,182.88,185.42,155
1566,Jimmy Wallhead,Orthodox,177.8,185.42,170
1567,Veronica Macedo,Southpaw,162.56,162.56,125
1568,Christian Colombo,Orthodox,195.58,203.2,265
1569,Jack Hermansson,Orthodox,185.42,195.58,185
1570,CM Punk,Orthodox,185.42,185.42,170
1571,Michael McBride,Orthodox,185.42,190.5,155
1572,Jason Gonzalez,Southpaw,187.96,187.96,155
1573,Rick Glenn,Southpaw,182.88,177.8,145
1574,Albert Morales,Orthodox,175.26,182.88,135
1575,Lina Lansberg,Orthodox,170.18,165.1,135
1576,Gregor Gillespie,Orthodox,170.18,180.34,155
1577,Zak Ottow,Orthodox,180.34,182.88,170
1578,Brandon Moreno,Orthodox,170.18,177.8,125
1579,Joachim Christensen,Orthodox,190.5,193.04,205
1580,Ketlen Vieira,Orthodox,172.72,172.72,135
1581,Marc Diakiese,Orthodox,177.8,185.42,155
1582,Martin Bravo,Southpaw,172.72,180.34,145
1583,Alexa Grasso,Orthodox,165.1,167.64,115
1584,Marcin Held,Orthodox,175.26,180.34,155
1585,Claudio Puelles,Southpaw,180.34,182.88,155
1586,Brett Johns,Orthodox,170.18,180.34,135
1587,Charlie Ward,Orthodox,180.34,185.42,170
1588,Gadzhimurad Antigulov,Orthodox,180.34,177.8,205
1589,Darren Stewart,Orthodox,182.88,187.96,185
1590,Alexander Volkov,Orthodox,200.66,203.2,250
1591,Jack Marshman,Orthodox,182.88,185.42,185
1592,Mark Godbeer,Orthodox,193.04,195.58,240
1593,Kwan Ho Kwak,Switch,165.1,177.8,135
1594,Abdul Razak Alhassan,Orthodox,177.8,185.42,170
1595,Alexander Volkanovski,Orthodox,167.64,180.34,145
1596,Tyson Pedro,Orthodox,190.5,200.66,205
1597,Jenel Lausa,Orthodox,165.1,172.72,125
1598,Matt Schnell,Orthodox,172.72,177.8,135
1599,Jamie Moyle,Orthodox,154.94,165.1,115
1600,Saparbeg Safarov,Orthodox,185.42,198.12,205
1601,Ashley Yoder,Southpaw,170.18,175.26,115
1602,Brian Camozzi,Orthodox,187.96,198.12,170
1603,Gerald Meerschaert,Southpaw,185.42,195.58,185
1604,Shane Burgos,Orthodox,180.34,190.5,145
1605,Ryan Janes,Orthodox,190.5,193.04,185
1606,JJ Aldrich,Southpaw,165.1,170.18,125
1607,Emil Meek,Switch,180.34,187.96,170
1608,Viviane Pereira,Orthodox,154.94,160.02,115
1609,Paul Craig,Orthodox,190.5,193.04,205
1610,Irene Aldana,Orthodox,175.26,172.72,135
1611,Niko Price,Orthodox,182.88,193.04,170
1612,Devin Powell,Orthodox,182.88,185.42,155
1613,Drakkar Klose,Orthodox,175.26,177.8,155
1614,Bobby Nash,Orthodox,182.88,187.96,170
1615,Alexandre Pantoja,Orthodox,165.1,170.18,125
1616,Jordan Johnson,Orthodox,187.96,200.66,205
1617,Jeremy Kimball,Switch,182.88,182.88,205
1618,Eric Shelton,Orthodox,167.64,172.72,125
1619,Ricardo Ramos,Orthodox,175.26,182.88,135
