fight_id,winner,title_bout,weight_class,no_of_rounds,r_fighter,r_fighter_id,r_fighter_stance,b_fighter,b_fighter_id,b_fighter_stance,date,referee,referee_id,b_fighter_height,r_fighter_height,b_fighter_reach,r_fighter_reach,b_fighter_weight,r_fighter_weight
FT149,Red ,FALSE,Middleweight,2,Jerry Bohlander,63,Orthodox,Kevin Jackson,105,Switch,3/13/1998,John McCarthy,r2,177.8,180.34,NULL,NULL,199,199
FT146,Red ,TRUE ,Light Heavyweight,3,Frank Shamrock,119,Orthodox,Igor Zinoviev,126,Orthodox,3/13/1998,John McCarthy,r2,185.42,177.8,NULL,NULL,199,185
FT147,Red ,FALSE,Heavyweight,2,Tsuyoshi Kohsaka,123,Orthodox,Kimo Leopoldo,29,Orthodox,3/13/1998,John McCarthy,r2,190.5,180.34,NULL,NULL,235,225
FT148,Red ,TRUE ,Lightweight,2,Pat Miletich,124,Orthodox,Chris Brennan,127,Orthodox,3/13/1998,John McCarthy,r2,172.72,177.8,NULL,NULL,170,170
FT150,Red ,FALSE,Lightweight,2,Pat Miletich,124,Orthodox,Townsend Saunders,128,Orthodox,3/13/1998,Joe Hamilton,r5,165.1,177.8,NULL,NULL,170,170
FT151,Red ,FALSE,Lightweight,2,Mikey Burnett,125,Orthodox,Eugenio Tadeu,129,Orthodox,3/13/1998,Joe Hamilton,r5,172.72,167.64,NULL,NULL,160,170
FT155,Red ,FALSE,Heavyweight,2,David Abbott,50,Switch,Hugo Duarte,136,Orthodox,5/15/1998,John McCarthy,r2,182.88,182.88,NULL,NULL,240,265
FT152,Red ,TRUE ,Light Heavyweight,3,Frank Shamrock,119,Orthodox,Jeremy Horn,135,Orthodox,5/15/1998,John McCarthy,r2,185.42,177.8,187.96,NULL,185,185
FT153,Red ,FALSE,Heavyweight,2,Pete Williams,130,Orthodox,Mark Coleman,76,Orthodox,5/15/1998,John McCarthy,r2,185.42,190.5,190.5,NULL,205,235
FT154,Red ,TRUE ,Middleweight,2,Dan Henderson,131,Orthodox,Carlos Newton,133,Orthodox,5/15/1998,John McCarthy,r2,175.26,180.34,NULL,187.96,170,185
FT158,Red ,FALSE,Middleweight,2,Dan Henderson,131,Orthodox,Allan Goes,139,Orthodox,5/15/1998,Joe Hamilton,r5,182.88,180.34,NULL,187.96,205,185
FT156,Red ,FALSE,Heavyweight,2,Mike van Arsdale,132,Switch,Joe Pardo,137,Southpaw,5/15/1998,John McCarthy,r2,185.42,187.96,NULL,NULL,210,205
FT157,Red ,FALSE,Middleweight,2,Carlos Newton,133,Orthodox,Bob Gilstrap,138,Orthodox,5/15/1998,Joe Hamilton,r5,190.5,175.26,NULL,NULL,200,170
FT159,Red ,FALSE,Middleweight,1,Chuck Liddell,134,Orthodox,Noe Hernandez,140,Orthodox,5/15/1998,Joe Hamilton,r5,NULL,187.96,NULL,193.04,NULL,205
FT161,Red ,FALSE,Middleweight,2,Vitor Belfort,86,Southpaw,Wanderlei Silva,144,Orthodox,10/16/1998,John McCarthy,r2,180.34,182.88,187.96,187.96,205,185
FT160,Red ,TRUE ,Light Heavyweight,3,Frank Shamrock,119,Orthodox,John Lober,143,Orthodox,10/16/1998,John McCarthy,r2,180.34,177.8,NULL,NULL,199,185
FT164,Red ,FALSE,Heavyweight,2,Tsuyoshi Kohsaka,123,Orthodox,Pete Williams,130,Orthodox,10/16/1998,John McCarthy,r2,190.5,180.34,NULL,NULL,235,225
FT163,Red ,TRUE ,Welterweight,3,Pat Miletich,124,Orthodox,Mikey Burnett,125,Orthodox,10/16/1998,John McCarthy,r2,167.64,177.8,NULL,NULL,170,170
FT162,Red ,FALSE,Heavyweight,2,Pedro Rizzo,141,Orthodox,David Abbott,50,Switch,10/16/1998,John McCarthy,r2,182.88,185.42,NULL,NULL,265,241
FT165,Red ,FALSE,Middleweight,2,Ebenezer Fontes Braga,142,Orthodox,Jeremy Horn,135,Orthodox,10/16/1998,John McCarthy,r2,185.42,182.88,187.96,NULL,185,199
FT169,Red ,FALSE,Middleweight,2,Tito Ortiz,97,Orthodox,Jerry Bohlander,63,Orthodox,1/8/1999,John McCarthy,r2,180.34,190.5,NULL,187.96,199,205
FT167,Red ,TRUE ,Welterweight,3,Pat Miletich,124,Orthodox,Jorge Patino,148,Orthodox,1/8/1999,John McCarthy,r2,172.72,177.8,NULL,NULL,170,170
FT170,Red ,FALSE,Lightweight,2,Mikey Burnett,125,Orthodox,Townsend Saunders,128,Orthodox,1/8/1999,Tony Mullinax,r6,165.1,167.64,NULL,NULL,170,170
FT168,Red ,FALSE,Heavyweight,2,Pedro Rizzo,141,Orthodox,Mark Coleman,76,Orthodox,1/8/1999,John McCarthy,r2,185.42,185.42,190.5,NULL,205,241
FT166,Red ,FALSE,Heavyweight,2,Bas Rutten,145,Orthodox,Tsuyoshi Kohsaka,123,Orthodox,1/8/1999,John McCarthy,r2,180.34,185.42,NULL,NULL,225,205
FT171,Red ,FALSE,Middleweight,2,Evan Tanner,146,Orthodox,Darrel Gholar,149,Orthodox,1/8/1999,John McCarthy,r2,172.72,182.88,NULL,187.96,194,185
FT172,Red ,FALSE,Lightweight,2,Laverne Clark,147,Orthodox,Frank Caracci,150,NULL,1/8/1999,Tony Mullinax,r6,NULL,180.34,NULL,NULL,NULL,170
FT174,Red ,FALSE,Heavyweight,2,Gary Goodridge,62,Orthodox,Andre Roberts,153,Orthodox,3/5/1999,John McCarthy,r2,187.96,190.5,NULL,NULL,345,249
FT173,Red ,FALSE,Middleweight,2,Tito Ortiz,97,Orthodox,Guy Mezger,34,Orthodox,3/5/1999,John McCarthy,r2,185.42,190.5,NULL,187.96,200,205
FT178,Red ,FALSE,Heavyweight,2,Pete Williams,130,Orthodox,Jason Godsey,155,Orthodox,3/5/1999,Tony Mullinax,r6,187.96,190.5,NULL,NULL,230,235
FT175,Red ,FALSE,Middleweight,2,Jeremy Horn,135,Orthodox,Chuck Liddell,134,Orthodox,3/5/1999,John McCarthy,r2,187.96,185.42,193.04,187.96,205,185
FT177,Red ,FALSE,Middleweight,2,Evan Tanner,146,Orthodox,Valeri Ignatov,154,Orthodox,3/5/1999,John McCarthy,r2,175.26,182.88,NULL,187.96,170,185
FT176,Red ,FALSE,Heavyweight,2,Kevin Randleman,151,Orthodox,Maurice Smith,103,Orthodox,3/5/1999,John McCarthy,r2,187.96,177.8,NULL,NULL,221,205
FT179,Red ,FALSE,Heavyweight,2,Sione Latu,152,NULL,Joey Roberts,156,NULL,3/5/1999,Tony Mullinax,r6,187.96,182.88,NULL,NULL,200,215
FT182,Red ,FALSE,Heavyweight,2,Pete Williams,130,Orthodox,Travis Fulton,159,Orthodox,5/7/1999,John McCarthy,r2,182.88,190.5,NULL,NULL,240,235
FT181,Red ,FALSE,Heavyweight,2,Pedro Rizzo,141,Orthodox,Tra Telligman,89,Orthodox,5/7/1999,John McCarthy,r2,187.96,185.42,NULL,NULL,233,241
FT183,Red ,FALSE,Middleweight,2,Wanderlei Silva,144,Orthodox,Tony Petarra,160,Orthodox,5/7/1999,Mario Yamasaki,r7,180.34,180.34,NULL,187.96,196,205
FT180,Red ,TRUE ,Heavyweight,3,Bas Rutten,145,Orthodox,Kevin Randleman,151,Orthodox,5/7/1999,John McCarthy,r2,177.8,185.42,NULL,NULL,205,205
FT185,Red ,FALSE,Lightweight,2,Laverne Clark,147,Orthodox,Fabiano Iha,162,Orthodox,5/7/1999,Mario Yamasaki,r7,172.72,180.34,NULL,NULL,155,170
FT184,Red ,FALSE,Lightweight,2,Marcelo Mello,157,Southpaw,David Roberts,161,Orthodox,5/7/1999,John McCarthy,r2,185.42,170.18,NULL,NULL,170,170
FT186,Red ,FALSE,Heavyweight,2,Ron Waterman,158,Orthodox,Chris Condo,163,Orthodox,5/7/1999,John McCarthy,r2,182.88,187.96,NULL,NULL,335,280
FT187,Red ,FALSE,Heavyweight,3,Maurice Smith,103,Orthodox,Marco Ruas,55,Orthodox,7/16/1999,John McCarthy,r2,185.42,187.96,NULL,NULL,210,221
FT191,Red ,FALSE,Heavyweight,3,Tsuyoshi Kohsaka,123,Orthodox,Tim Lajcik,169,Orthodox,7/16/1999,John McCarthy,r2,185.42,180.34,NULL,NULL,225,225
FT188,Red ,TRUE ,Welterweight,5,Pat Miletich,124,Orthodox,Andre Pederneiras,166,Orthodox,7/16/1999,John McCarthy,r2,172.72,177.8,NULL,NULL,155,170
FT189,Red ,FALSE,Middleweight,3,Jeremy Horn,135,Orthodox,Daiju Takase,167,Southpaw,7/16/1999,Mario Yamasaki,r7,182.88,185.42,NULL,187.96,170,185
FT193,Red ,FALSE,Heavyweight,2,Andre Roberts,153,Orthodox,Ron Waterman,158,Orthodox,7/16/1999,John McCarthy,r2,187.96,187.96,NULL,NULL,280,345
FT190,Red ,FALSE,Middleweight,3,Paul Jones,164,Orthodox,Flavio Luiz Moura,168,Open Stance,7/16/1999,Mario Yamasaki,r7,180.34,175.26,NULL,NULL,183,199
FT192,Red ,FALSE,Middleweight,3,Eugene Jackson,165,Orthodox,Royce Alger,100,Orthodox,7/16/1999,John McCarthy,r2,177.8,172.72,NULL,NULL,199,185
FT194,Red ,TRUE ,Light Heavyweight,5,Frank Shamrock,119,Orthodox,Tito Ortiz,97,Orthodox,9/24/1999,John McCarthy,r2,190.5,177.8,187.96,NULL,205,185
FT197,Red ,FALSE,Heavyweight,3,Brad Kohler,122,Orthodox,Steve Judson,173,Orthodox,9/24/1999,John McCarthy,r2,180.34,175.26,NULL,NULL,230,220
FT198,Red ,FALSE,Middleweight,3,Chuck Liddell,134,Orthodox,Paul Jones,164,Orthodox,9/24/1999,John McCarthy,r2,175.26,187.96,NULL,193.04,199,205
FT196,Red ,FALSE,Heavyweight,3,Jeremy Horn,135,Orthodox,Jason Godsey,155,Orthodox,9/24/1999,John McCarthy,r2,187.96,185.42,NULL,187.96,230,185
FT195,Draw,FALSE,Heavyweight,3,Tim Lajcik,169,Orthodox,Ron Waterman,158,Orthodox,9/24/1999,John McCarthy,r2,187.96,185.42,NULL,NULL,280,225
FT199,Red ,FALSE,Lightweight,3,Matt Hughes,170,Switch,Valeri Ignatov,154,Orthodox,9/24/1999,John McCarthy,r2,175.26,175.26,NULL,185.42,170,170
FT200,Red ,FALSE,Middleweight,3,John Lewis,171,Southpaw,Lowell Anderson,174,Orthodox,9/24/1999,John McCarthy,r2,167.64,182.88,NULL,NULL,160,155
FT201,Draw,FALSE,Lightweight,2,Jens Pulver,172,Southpaw,Alfonso Alcarez,175,NULL,9/24/1999,NULL,NULL,160.02,170.18,NULL,177.8,145,145
FT203,Red ,FALSE,Heavyweight,3,Pedro Rizzo,141,Orthodox,Tsuyoshi Kohsaka,123,Orthodox,11/19/1999,John McCarthy,r2,180.34,185.42,NULL,NULL,225,241
FT202,Red ,TRUE ,Heavyweight,5,Kevin Randleman,151,Orthodox,Pete Williams,130,Orthodox,11/19/1999,John McCarthy,r2,190.5,177.8,NULL,NULL,235,205
FT206,Red ,FALSE,Middleweight,3,Eugene Jackson,165,Orthodox,Keiichiro Yamamiya,179,Southpaw,11/19/1999,John McCarthy,r2,180.34,172.72,NULL,NULL,185,185
FT204,Red ,TRUE ,Heavyweight,3,Kenichi Yamamoto,176,Orthodox,Katsuhisa Fujii,178,Orthodox,11/19/1999,John McCarthy,r2,182.88,182.88,NULL,NULL,205,170
FT207,Red ,FALSE,Open Weight,3,Kenichi Yamamoto,176,Orthodox,Daiju Takase,167,Southpaw,11/19/1999,Mario Yamasaki,r7,182.88,182.88,NULL,NULL,170,170
FT205,Red ,FALSE,Middleweight,3,Joe Slick,177,Orthodox,Jason DeLucia,2,Southpaw,11/19/1999,John McCarthy,r2,180.34,182.88,NULL,NULL,190,199
FT208,Red ,FALSE,Open Weight,3,Katsuhisa Fujii,178,Orthodox,Masutatsu Yano,180,Orthodox,11/19/1999,Mario Yamasaki,r7,175.26,182.88,NULL,NULL,198,205
FT213,Red ,FALSE,Lightweight,3,Jens Pulver,172,Southpaw,David Velasquez,189,Orthodox,3/10/2000,John McCarthy,r2,165.1,170.18,NULL,177.8,145,145
FT209,Red ,FALSE,Heavyweight,3,Tedd Williams,181,Orthodox,Steve Judson,173,Orthodox,3/10/2000,John McCarthy,r2,180.34,185.42,NULL,NULL,230,275
FT210,Red ,FALSE,Middleweight,3,Lance Gibson,182,Orthodox,Jermaine Andre,187,Orthodox,3/10/2000,John McCarthy,r2,170.18,175.26,NULL,NULL,200,185
FT211,Red ,FALSE,Lightweight,3,Dave Menne,183,Orthodox,Fabiano Iha,162,Orthodox,3/10/2000,John McCarthy,r2,172.72,177.8,NULL,NULL,155,170
FT212,Red ,FALSE,Lightweight,3,Bob Cook,184,Orthodox,Tiki Ghosn,188,Orthodox,3/10/2000,John McCarthy,r2,177.8,175.26,NULL,NULL,170,170
FT214,Red ,FALSE,Heavyweight,2,Scott Adams,185,Southpaw,Ian Freeman,190,Orthodox,3/10/2000,Dan Severn,r8,180.34,182.88,NULL,NULL,225,225
FT215,Red ,FALSE,Lightweight,2,Shonie Carter,186,Southpaw,Brad Gumm,191,Orthodox,3/10/2000,Dan Severn,r8,180.34,177.8,NULL,NULL,170,170
FT216,Red ,TRUE ,Light Heavyweight,5,Tito Ortiz,97,Orthodox,Wanderlei Silva,144,Orthodox,4/14/2000,John McCarthy,r2,180.34,190.5,187.96,187.96,205,205
FT221,Red ,FALSE,Lightweight,3,Laverne Clark,147,Orthodox,Koji Oishi,196,Orthodox,4/14/2000,John McCarthy,r2,172.72,180.34,NULL,NULL,170,170
FT219,Red ,FALSE,Heavyweight,3,Ron Waterman,158,Orthodox,Satoshi Honma,195,Orthodox,4/14/2000,John McCarthy,r2,185.42,187.96,NULL,NULL,205,280
FT217,Red ,FALSE,Middleweight,3,Murilo Bustamante,192,Orthodox,Yoji Anjo,121,Orthodox,4/14/2000,John McCarthy,r2,180.34,187.96,NULL,NULL,205,183
FT218,Red ,FALSE,Middleweight,3,Sanae Kikuta,193,Orthodox,Eugene Jackson,165,Orthodox,4/14/2000,John McCarthy,r2,172.72,175.26,NULL,NULL,185,200
FT220,Red ,FALSE,Middleweight,3,Ikuhisa Minowa,194,Orthodox,Joe Slick,177,Orthodox,4/14/2000,John McCarthy,r2,182.88,175.26,NULL,NULL,199,181
FT225,Red ,FALSE,Middleweight,3,Amaury Bitetti,72,Orthodox,Alex Andrade,200,Orthodox,6/9/2000,John McCarthy,r2,180.34,175.26,NULL,NULL,200,185
FT224,Red ,TRUE ,Welterweight,3,Pat Miletich,124,Orthodox,John Alessio,199,Orthodox,6/9/2000,John McCarthy,r2,177.8,177.8,182.88,NULL,155,170
FT222,Red ,TRUE ,Heavyweight,5,Kevin Randleman,151,Orthodox,Pedro Rizzo,141,Orthodox,6/9/2000,John McCarthy,r2,185.42,177.8,NULL,NULL,241,205
FT226,Red ,FALSE,Welterweight,3,Matt Hughes,170,Switch,Marcelo Aguiar,201,Orthodox,6/9/2000,Mario Yamasaki,r7,177.8,175.26,NULL,185.42,170,170
FT227,Red ,FALSE,Lightweight,3,Jens Pulver,172,Southpaw,Joao Roque,202,Orthodox,6/9/2000,Mario Yamasaki,r7,167.64,170.18,NULL,177.8,155,145
FT223,Red ,FALSE,Middleweight,3,Tyrone Roberts,197,Orthodox,David Dodd,198,Orthodox,6/9/2000,John McCarthy,r2,187.96,175.26,NULL,NULL,200,185
FT229,Red ,FALSE,Heavyweight,3,Maurice Smith,103,Orthodox,Bobby Hoffman,205,Orthodox,9/22/2000,John McCarthy,r2,187.96,187.96,NULL,NULL,245,221
FT230,Red ,FALSE,Middleweight,3,Jeremy Horn,135,Orthodox,Eugene Jackson,165,Orthodox,9/22/2000,Mario Yamasaki,r7,172.72,185.42,NULL,187.96,185,185
FT228,Red ,FALSE,Heavyweight,3,Pedro Rizzo,141,Orthodox,Dan Severn,33,Southpaw,9/22/2000,John McCarthy,r2,187.96,185.42,NULL,NULL,250,241
FT231,Red ,FALSE,Welterweight,3,Fabiano Iha,162,Orthodox,Laverne Clark,147,Orthodox,9/22/2000,Mario Yamasaki,r7,180.34,172.72,NULL,NULL,170,155
FT233,Red ,FALSE,Heavyweight,3,Ian Freeman,190,Orthodox,Tedd Williams,181,Orthodox,9/22/2000,John McCarthy,r2,185.42,180.34,NULL,NULL,275,225
FT235,Draw,FALSE,Welterweight,2,Brad Gumm,191,Orthodox,CJ Fernandes,207,NULL,9/22/2000,Mario Yamasaki,r7,187.96,180.34,NULL,NULL,170,170
FT232,Red ,FALSE,Middleweight,3,Yuki Kondo,203,Southpaw,Alexandre Dantas,206,Orthodox,9/22/2000,John McCarthy,r2,187.96,180.34,NULL,NULL,238,183
FT234,Red ,FALSE,Heavyweight,2,Jeff Monson,204,Orthodox,Tim Lajcik,169,Orthodox,9/22/2000,Mario Yamasaki,r7,185.42,175.26,NULL,187.96,225,247
FT236,Red ,TRUE ,Heavyweight,5,Randy Couture,93,Orthodox,Kevin Randleman,151,Orthodox,11/17/2000,John McCarthy,r2,177.8,185.42,NULL,190.5,205,205
FT240,Red ,FALSE,Lightweight,3,Jens Pulver,172,Southpaw,John Lewis,171,Southpaw,11/17/2000,Mario Yamasaki,r7,182.88,170.18,NULL,177.8,155,145
FT237,Red ,FALSE,Heavyweight,3,Renato Sobral,208,Orthodox,Maurice Smith,103,Orthodox,11/17/2000,John McCarthy,r2,187.96,185.42,NULL,190.5,221,205
FT238,Red ,FALSE,Heavyweight,3,Josh Barnett,209,Orthodox,Gan McGee,213,Orthodox,11/17/2000,John McCarthy,r2,208.28,190.5,NULL,198.12,265,250
FT239,Red ,FALSE,Heavyweight,3,Andrei Arlovski,210,Orthodox,Aaron Brink,214,Orthodox,11/17/2000,John McCarthy,r2,190.5,190.5,NULL,195.58,205,240
FT241,Red ,FALSE,Middleweight,2,Mark Hughes,211,Southpaw,Alex Stiebling,215,Southpaw,11/17/2000,Mario Yamasaki,r7,187.96,175.26,NULL,NULL,205,205
FT242,Red ,FALSE,Welterweight,2,Ben Earwood,212,Orthodox,Chris Lytle,216,Orthodox,11/17/2000,Mario Yamasaki,r7,180.34,172.72,172.72,NULL,170,170
FT243,Red ,TRUE ,Light Heavyweight,5,Tito Ortiz,97,Orthodox,Yuki Kondo,203,Southpaw,12/16/2000,John McCarthy,r2,180.34,190.5,NULL,187.96,183,205
FT244,Red ,TRUE ,Welterweight,5,Pat Miletich,124,Orthodox,Kenichi Yamamoto,176,Orthodox,12/16/2000,John McCarthy,r2,182.88,177.8,NULL,NULL,170,170
FT249,Red ,FALSE,Middleweight,3,Chuck Liddell,134,Orthodox,Jeff Monson,204,Orthodox,12/16/2000,Mario Yamasaki,r7,175.26,187.96,187.96,193.04,247,205
FT247,Red ,FALSE,Middleweight,3,Evan Tanner,146,Orthodox,Lance Gibson,182,Orthodox,12/16/2000,Mario Yamasaki,r7,175.26,182.88,NULL,187.96,185,185
FT246,Red ,FALSE,Welterweight,3,Fabiano Iha,162,Orthodox,Daiju Takase,167,Southpaw,12/16/2000,John McCarthy,r2,182.88,172.72,NULL,NULL,170,155
FT245,Red ,FALSE,Middleweight,3,Matt Lindland,217,Southpaw,Yoji Anjo,121,Orthodox,12/16/2000,John McCarthy,r2,180.34,182.88,NULL,187.96,205,185
FT248,Red ,FALSE,Welterweight,3,Dennis Hallman,218,Orthodox,Matt Hughes,170,Switch,12/16/2000,Mario Yamasaki,r7,175.26,175.26,185.42,182.88,170,155
FT250,Red ,TRUE ,Light Heavyweight,5,Tito Ortiz,97,Orthodox,Evan Tanner,146,Orthodox,2/23/2001,John McCarthy,r2,182.88,190.5,187.96,187.96,185,205
FT254,Red ,FALSE,Heavyweight,3,Pedro Rizzo,141,Orthodox,Josh Barnett,209,Orthodox,2/23/2001,Mario Yamasaki,r7,190.5,185.42,198.12,NULL,250,241
FT252,Red ,FALSE,Welterweight,3,Fabiano Iha,162,Orthodox,Phil Johns,223,Southpaw,2/23/2001,Mario Yamasaki,r7,157.48,172.72,NULL,NULL,170,155
FT251,Red ,TRUE ,Lightweight,5,Jens Pulver,172,Southpaw,Caol Uno,222,Southpaw,2/23/2001,John McCarthy,r2,170.18,170.18,177.8,177.8,155,145
FT255,Draw,FALSE,Heavyweight,2,Bobby Hoffman,205,Orthodox,Mark Robinson,224,Orthodox,2/23/2001,John McCarthy,r2,182.88,187.96,NULL,NULL,265,245
FT253,Red ,FALSE,Middleweight,3,Elvis Sinosic,219,Orthodox,Jeremy Horn,135,Orthodox,2/23/2001,Mario Yamasaki,r7,185.42,190.5,187.96,195.58,185,205
FT256,Red ,FALSE,Middleweight,2,Phil Baroni,220,Orthodox,Curtis Stout,225,Southpaw,2/23/2001,Mason White,r9,185.42,175.26,NULL,182.88,185,170
FT257,Red ,FALSE,Welterweight,2,Sean Sherk,221,Orthodox,Tiki Ghosn,188,Orthodox,2/23/2001,Mason White,r9,177.8,167.64,NULL,170.18,170,155
FT258,Red ,TRUE ,Heavyweight,5,Randy Couture,93,Orthodox,Pedro Rizzo,141,Orthodox,5/4/2001,John McCarthy,r2,185.42,185.42,NULL,190.5,241,205
FT259,Red ,TRUE ,Welterweight,5,Carlos Newton,133,Orthodox,Pat Miletich,124,Orthodox,5/4/2001,John McCarthy,r2,177.8,175.26,NULL,NULL,170,170
FT260,Red ,FALSE,Light Heavyweight,3,Chuck Liddell,134,Orthodox,Kevin Randleman,151,Orthodox,5/4/2001,John McCarthy,r2,177.8,187.96,NULL,193.04,205,205
FT261,Red ,FALSE,Welterweight,3,Shonie Carter,186,Southpaw,Matt Serra,229,Orthodox,5/4/2001,Mario Yamasaki,r7,167.64,177.8,172.72,NULL,170,170
FT263,Red ,FALSE,Light Heavyweight,3,Matt Lindland,217,Southpaw,Ricardo Almeida,230,Orthodox,5/4/2001,Mario Yamasaki,r7,182.88,182.88,187.96,187.96,170,185
FT262,Red ,FALSE,Heavyweight,3,Semmy Schilt,226,Orthodox,Pete Williams,130,Orthodox,5/4/2001,John McCarthy,r2,190.5,208.28,NULL,NULL,235,265
FT264,Red ,FALSE,Lightweight,3,BJ Penn,227,Orthodox,Joey Gilbert,231,Orthodox,5/4/2001,John McCarthy,r2,180.34,175.26,NULL,177.8,155,155
FT265,Red ,FALSE,Welterweight,3,Tony DeSouza,228,Southpaw,Steve Berger,232,Orthodox,5/4/2001,Mario Yamasaki,r7,180.34,182.88,NULL,177.8,170,170
FT266,Red ,TRUE ,Light Heavyweight,5,Tito Ortiz,97,Orthodox,Elvis Sinosic,219,Orthodox,6/29/2001,John McCarthy,r2,190.5,190.5,195.58,187.96,205,205
FT269,Red ,FALSE,Welterweight,3,Pat Miletich,124,Orthodox,Shonie Carter,186,Southpaw,6/29/2001,Mario Yamasaki,r7,177.8,177.8,NULL,NULL,170,170
FT268,Red ,FALSE,Heavyweight,3,Josh Barnett,209,Orthodox,Semmy Schilt,226,Orthodox,6/29/2001,John McCarthy,r2,208.28,190.5,NULL,198.12,265,250
FT270,Red ,FALSE,Lightweight,3,Caol Uno,222,Southpaw,Fabiano Iha,162,Orthodox,6/29/2001,Mario Yamasaki,r7,172.72,170.18,NULL,177.8,155,155
FT267,Red ,FALSE,Lightweight,3,BJ Penn,227,Orthodox,Din Thomas,235,Orthodox,6/29/2001,John McCarthy,r2,175.26,175.26,NULL,177.8,155,155
FT273,Red ,FALSE,Lightweight,3,Tony DeSouza,228,Southpaw,Paul Rodriguez,236,Orthodox,6/29/2001,Mario Yamasaki,r7,170.18,182.88,NULL,177.8,155,170
FT271,Red ,FALSE,Light Heavyweight,3,Vladimir Matyushenko,233,Orthodox,Yuki Kondo,203,Southpaw,6/29/2001,John McCarthy,r2,180.34,182.88,NULL,187.96,183,205
FT272,Red ,FALSE,Heavyweight,3,Ricco Rodriguez,234,Orthodox,Andrei Arlovski,210,Orthodox,6/29/2001,Mason White,r9,190.5,193.04,195.58,NULL,240,265
FT274,Red ,TRUE ,Light Heavyweight,5,Tito Ortiz,97,Orthodox,Vladimir Matyushenko,233,Orthodox,9/28/2001,John McCarthy,r2,182.88,190.5,187.96,187.96,205,205
FT276,Red ,FALSE,Light Heavyweight,3,Chuck Liddell,134,Orthodox,Murilo Bustamante,192,Orthodox,9/28/2001,John McCarthy,r2,187.96,187.96,NULL,193.04,183,205
FT275,Red ,TRUE ,Lightweight,5,Jens Pulver,172,Southpaw,Dennis Hallman,218,Orthodox,9/28/2001,Mario Yamasaki,r7,175.26,170.18,182.88,177.8,155,145
FT278,Red ,TRUE ,Middleweight,5,Dave Menne,183,Orthodox,Gil Castillo,239,Southpaw,9/28/2001,John McCarthy,r2,175.26,177.8,NULL,NULL,170,170
FT277,Red ,FALSE,Welterweight,3,Matt Serra,229,Orthodox,Yves Edwards,238,Southpaw,9/28/2001,Mario Yamasaki,r7,175.26,167.64,185.42,172.72,155,170
FT280,Red ,FALSE,Middleweight,3,Ricardo Almeida,230,Orthodox,Eugene Jackson,165,Orthodox,9/28/2001,Mason White,r9,172.72,182.88,NULL,187.96,185,170
FT281,Red ,FALSE,Lightweight,3,Din Thomas,235,Orthodox,Fabiano Iha,162,Orthodox,9/28/2001,John McCarthy,r2,172.72,175.26,NULL,NULL,155,155
FT279,Red ,FALSE,Welterweight,3,Jutaro Nakao,237,Southpaw,Tony DeSouza,228,Southpaw,9/28/2001,Mason White,r9,182.88,175.26,177.8,NULL,170,170
FT282,Red ,TRUE ,Heavyweight,5,Randy Couture,93,Orthodox,Pedro Rizzo,141,Orthodox,11/2/2001,John McCarthy,r2,185.42,185.42,NULL,190.5,241,205
FT287,Red ,FALSE,Light Heavyweight,3,Evan Tanner,146,Orthodox,Homer Moore,241,Orthodox,11/2/2001,Mario Yamasaki,r7,177.8,182.88,NULL,187.96,205,185
FT284,Red ,TRUE ,Welterweight,5,Matt Hughes,170,Switch,Carlos Newton,133,Orthodox,11/2/2001,John McCarthy,r2,175.26,175.26,NULL,185.42,170,170
FT286,Red ,FALSE,Heavyweight,3,Josh Barnett,209,Orthodox,Bobby Hoffman,205,Orthodox,11/2/2001,John McCarthy,r2,187.96,190.5,NULL,198.12,245,250
FT288,Red ,FALSE,Middleweight,3,Matt Lindland,217,Southpaw,Phil Baroni,220,Orthodox,11/2/2001,John McCarthy,r2,175.26,182.88,182.88,187.96,170,185
FT285,Red ,FALSE,Lightweight,3,BJ Penn,227,Orthodox,Caol Uno,222,Southpaw,11/2/2001,Larry Landless,r10,170.18,175.26,177.8,177.8,155,155
FT283,Red ,FALSE,Heavyweight,3,Ricco Rodriguez,234,Orthodox,Pete Williams,130,Orthodox,11/2/2001,Mario Yamasaki,r7,190.5,193.04,NULL,NULL,235,265
FT289,Red ,FALSE,Heavyweight,3,Frank Mir,240,Southpaw,Roberto Traven,242,Orthodox,11/2/2001,Larry Landless,r10,190.5,190.5,NULL,200.66,227,264
FT293,Red ,FALSE,Light Heavyweight,3,Chuck Liddell,134,Orthodox,Amar Suloev,244,Orthodox,1/11/2002,Larry Landless,r10,175.26,187.96,NULL,193.04,183,205
FT295,Red ,FALSE,Light Heavyweight,3,Kevin Randleman,151,Orthodox,Renato Sobral,208,Orthodox,1/11/2002,John McCarthy,r2,185.42,177.8,190.5,NULL,205,205
FT297,Red ,FALSE,Middleweight,3,Eugene Jackson,165,Orthodox,Keith Rockel,245,Orthodox,1/11/2002,Larry Landless,r10,182.88,172.72,NULL,NULL,185,185
FT290,Red ,TRUE ,Lightweight,5,Jens Pulver,172,Southpaw,BJ Penn,227,Orthodox,1/11/2002,John McCarthy,r2,175.26,170.18,177.8,177.8,155,145
FT292,Red ,TRUE ,Middleweight,5,Murilo Bustamante,192,Orthodox,Dave Menne,183,Orthodox,1/11/2002,John McCarthy,r2,177.8,187.96,NULL,NULL,170,183
