fight_id,winner,title_bout,weight_class,no_of_rounds,r_fighter,r_fighter_id,r_fighter_stance,b_fighter,b_fighter_id,b_fighter_stance,date,referee,referee_id,b_fighter_height,r_fighter_height,b_fighter_reach,r_fighter_reach,b_fighter_weight,r_fighter_weight
FT2954,Red ,FALSE,Welterweight,3,Claudio Silva,1202,Southpaw,Leon Edwards,1342,Southpaw,11/8/2014,Mario Yamasaki,r7,182.88,180.34,187.96,180.34,170,170
FT2953,Red ,FALSE,Welterweight,3,Warlley Alves,1243,Orthodox,Alan Jouban,1301,Southpaw,11/8/2014,Keith Peterson,r48,182.88,180.34,185.42,182.88,170,170
FT2961,Blue,FALSE,Welterweight,3,Wagner Silva,1245,Orthodox,Colby Covington,1316,Orthodox,11/8/2014,Keith Peterson,r48,180.34,182.88,182.88,180.34,170,170
FT2955,Red ,FALSE,Welterweight,3,Dhiego Lima,1275,Orthodox,Jorge de Oliveira,1343,Orthodox,11/8/2014,Wernei Cardoso,r107,172.72,187.96,180.34,187.96,155,170
FT2956,Red ,FALSE,Women's Strawweight,3,Juliana Lima,1295,Orthodox,Nina Ansaroff,1344,Orthodox,11/8/2014,Keith Peterson,r48,165.1,165.1,162.56,165.1,115,115
FT2957,Red ,FALSE,Featherweight,3,Diego Rivas,1340,Orthodox,Rodolfo Rubio,1345,Orthodox,11/8/2014,Mario Yamasaki,r7,165.1,172.72,167.64,175.26,145,145
FT2960,Red ,FALSE,Bantamweight,3,Thomas Almeida,1341,Southpaw,Tim Gorman,1221,Southpaw,11/8/2014,Mario Yamasaki,r7,165.1,170.18,172.72,177.8,135,135
FT2962,Red ,TRUE ,Heavyweight,5,Fabricio Werdum,476,Orthodox,Mark Hunt,741,Orthodox,11/15/2014,Herb Dean,r18,177.8,193.04,182.88,195.58,265,231
FT2966,Blue,FALSE,Welterweight,3,Edgar Garcia,655,Orthodox,Hector Urbina,1352,Orthodox,11/15/2014,Herb Dean,r18,180.34,177.8,185.42,180.34,170,170
FT2963,Blue,FALSE,Welterweight,3,Jake Ellenberger,666,Orthodox,Kelvin Gastelum,1055,Southpaw,11/15/2014,John McCarthy,r2,175.26,175.26,180.34,180.34,185,170
FT2964,Red ,FALSE,Featherweight,3,Ricardo Lamas,840,Orthodox,Dennis Bermudez,889,Orthodox,11/15/2014,Mario Yamasaki,r7,167.64,172.72,167.64,180.34,155,145
FT2969,Red ,FALSE,Women's Bantamweight,3,Jessica Eye,1123,Orthodox,Leslie Smith,1216,Orthodox,11/15/2014,Herb Dean,r18,175.26,167.64,167.64,167.64,135,125
FT2965,Red ,FALSE,Welterweight,3,Augusto Montano,1346,Orthodox,Chris Heatherly,1310,Orthodox,11/15/2014,John McCarthy,r2,175.26,185.42,172.72,185.42,155,170
FT2967,Red ,TRUE ,Featherweight,3,Yair Rodriguez,1347,NULL,Leonardo Morales,1353,Southpaw,11/15/2014,Mario Yamasaki,r7,172.72,180.34,172.72,180.34,135,145
FT2968,Red ,TRUE ,Bantamweight,3,Alejandro Perez,1348,Orthodox,Jose Quinonez,1354,NULL,11/15/2014,John McCarthy,r2,172.72,167.64,175.26,170.18,135,135
FT2970,Red ,FALSE,Featherweight,3,Gabriel Benitez,1349,Southpaw,Humberto Brown,1355,NULL,11/15/2014,Mario Yamasaki,r7,177.8,172.72,180.34,180.34,145,145
FT2971,Red ,FALSE,Bantamweight,3,Henry Briones,1350,NULL,Guido Cannetti,1356,Southpaw,11/15/2014,John McCarthy,r2,167.64,172.72,172.72,175.26,135,135
FT2972,Red ,FALSE,Bantamweight,3,Marco Beltran,1351,Orthodox,Marlon Vera,1357,Switch,11/15/2014,Herb Dean,r18,172.72,172.72,177.8,175.26,135,125
FT2982,Blue,FALSE,Lightweight,3,Yves Edwards,238,Southpaw,Akbarh Arreola,1293,Southpaw,11/22/2014,Dan Miragliotta,r25,177.8,175.26,180.34,185.42,155,155
FT2978,Red ,FALSE,Lightweight,3,Matt Wiman,386,Orthodox,Isaac Vallie-Flagg,1023,Orthodox,11/22/2014,Mario Yamasaki,r7,172.72,177.8,172.72,172.72,155,155
FT2973,Red ,FALSE,Featherweight,5,Frankie Edgar,461,Orthodox,Cub Swanson,876,Orthodox,11/22/2014,Dan Miragliotta,r25,172.72,167.64,177.8,172.72,145,145
FT2977,Red ,FALSE,Flyweight,3,Joseph Benavidez,803,Southpaw,Dustin Ortiz,1132,Orthodox,11/22/2014,Jacob Montalvo,r79,165.1,162.56,165.1,165.1,125,125
FT2975,Blue,FALSE,Flyweight,3,Brad Pickett,870,Orthodox,Chico Camus,986,Orthodox,11/22/2014,Jacob Montalvo,r79,167.64,167.64,167.64,172.72,125,135
FT2974,Blue,FALSE,Lightweight,3,Bobby Green,1022,Orthodox,Edson Barboza,757,Orthodox,11/22/2014,Mario Yamasaki,r7,180.34,177.8,190.5,180.34,155,155
FT2980,Blue,FALSE,Middleweight,3,Luke Barnatt,1052,Orthodox,Roger Narvaez,1252,Southpaw,11/22/2014,Dan Miragliotta,r25,190.5,198.12,200.66,195.58,185,185
FT2981,Red ,FALSE,Lightweight,3,James Vick,1103,Orthodox,Nick Hein,1240,Southpaw,11/22/2014,Jacob Montalvo,r79,167.64,190.5,167.64,193.04,155,155
FT2976,Blue,FALSE,Heavyweight,3,Jared Rosholt,1139,Orthodox,Aleksei Oleinik,1260,Orthodox,11/22/2014,Kerry Hatley,r24,187.96,187.96,203.2,190.5,240,265
FT2979,Red ,FALSE,Heavyweight,3,Ruslan Magomedov,1250,Orthodox,Josh Copeland,1359,Orthodox,11/22/2014,Kerry Hatley,r24,185.42,190.5,190.5,198.12,265,242
FT2984,Blue,FALSE,Featherweight,3,Juan Puig,1282,Orthodox,Dooho Choi,1361,Orthodox,11/22/2014,Mario Yamasaki,r7,177.8,175.26,177.8,182.88,145,145
FT2983,Red ,FALSE,Women's Strawweight,3,Paige VanZant,1358,Orthodox,Kailin Curran,1360,Orthodox,11/22/2014,Kerry Hatley,r24,162.56,162.56,165.1,165.1,115,115
FT2985,Blue,TRUE ,Welterweight,5,Johny Hendricks,659,Southpaw,Robbie Lawler,250,Southpaw,12/6/2014,Herb Dean,r18,180.34,175.26,187.96,175.26,170,185
FT2988,Red ,FALSE,Heavyweight,3,Todd Duffee,663,Orthodox,Anthony Hamilton,1266,Orthodox,12/6/2014,Herb Dean,r18,195.58,190.5,193.04,200.66,260,260
FT2987,Red ,FALSE,Heavyweight,3,Travis Browne,729,Orthodox,Brendan Schaub,687,Orthodox,12/6/2014,Mario Yamasaki,r7,193.04,198.12,198.12,200.66,245,255
FT2990,Red ,FALSE,Bantamweight,3,Urijah Faber,802,Orthodox,Francisco Rivera,833,Orthodox,12/6/2014,Mario Yamasaki,r7,172.72,167.64,172.72,170.18,135,135
FT2989,Red ,FALSE,Lightweight,3,Tony Ferguson,827,Orthodox,Abel Trujillo,999,Orthodox,12/6/2014,John McCarthy,r2,172.72,180.34,177.8,193.04,155,155
FT2986,Red ,TRUE ,Lightweight,5,Anthony Pettis,828,Orthodox,Gilbert Melendez,1062,Orthodox,12/6/2014,John McCarthy,r2,175.26,177.8,185.42,182.88,145,170
FT2994,Red ,FALSE,Bantamweight,3,Sergio Pettis,1134,Orthodox,Matt Hobar,1247,Southpaw,12/6/2014,Mario Yamasaki,r7,177.8,167.64,177.8,175.26,135,135
FT2993,Red ,FALSE,Women's Bantamweight,3,Raquel Pennington,1144,Orthodox,Ashlee Evans-Smith,1363,Orthodox,12/6/2014,Mark Smith,r108,172.72,170.18,170.18,170.18,125,135
FT2995,Blue,FALSE,Featherweight,3,Alex White,1224,Southpaw,Clay Collard,1308,Orthodox,12/6/2014,Mark Smith,r108,180.34,182.88,185.42,180.34,145,155
FT2992,Red ,FALSE,Light Heavyweight,3,Corey Anderson,1274,Orthodox,Justin Jones,1362,Orthodox,12/6/2014,John McCarthy,r2,180.34,190.5,198.12,200.66,185,205
FT2991,Blue,FALSE,Middleweight,3,Eddie Gordon,1280,Orthodox,Josh Samman,1051,Orthodox,12/6/2014,Herb Dean,r18,190.5,182.88,200.66,193.04,185,185
FT2997,Blue,FALSE,Featherweight,3,Jeremy Stephens,482,Orthodox,Charles Oliveira,733,Orthodox,12/12/2014,Herb Dean,r18,177.8,172.72,187.96,180.34,155,145
FT2999,Blue,FALSE,Lightweight,3,Joe Proctor,950,Orthodox,Yancy Medeiros,1070,Orthodox,12/12/2014,Yves Lavigne,r20,177.8,177.8,190.5,182.88,155,155
FT2998,Draw,FALSE,Lightweight,3,KJ Noons,1079,Orthodox,Daron Cruickshank,947,Switch,12/12/2014,John McCarthy,r2,172.72,177.8,182.88,182.88,155,155
FT2996,Red ,TRUE ,Women's Strawweight,5,Carla Esparza,1364,NULL,Rose Namajunas,1372,Orthodox,12/12/2014,Yves Lavigne,r20,165.1,154.94,165.1,160.02,115,115
FT3000,Red ,FALSE,Women's Strawweight,3,Jessica Penne,1365,NULL,Randa Markos,1373,Orthodox,12/12/2014,Herb Dean,r18,162.56,165.1,160.02,170.18,115,115
FT3001,Red ,FALSE,Women's Strawweight,3,Felice Herrig,1366,Orthodox,Lisa Ellis,1374,NULL,12/12/2014,John McCarthy,r2,162.56,162.56,157.48,165.1,115,115
FT3002,Blue,FALSE,Women's Strawweight,3,Bec Rawlings,1367,Orthodox,Heather Jo Clark,1375,NULL,12/12/2014,Yves Lavigne,r20,167.64,167.64,162.56,162.56,115,125
FT3003,Red ,FALSE,Women's Strawweight,3,Joanne Calderwood,1368,Orthodox,Seohee Ham,1376,Southpaw,12/12/2014,Herb Dean,r18,157.48,167.64,157.48,165.1,115,125
FT3004,Red ,FALSE,Women's Strawweight,3,Tecia Torres,1369,Orthodox,Angela Magana,1377,NULL,12/12/2014,Kim Winslow,r47,154.94,154.94,165.1,152.4,115,115
FT3005,Red ,FALSE,Women's Strawweight,3,Aisling Daly,1370,NULL,Alex Chambers,1378,NULL,12/12/2014,John McCarthy,r2,160.02,157.48,160.02,162.56,115,115
FT3006,Blue,FALSE,Women's Strawweight,3,Emily Peters Kagan,1371,NULL,Angela Hill,1379,Orthodox,12/12/2014,Kim Winslow,r47,160.02,160.02,162.56,167.64,115,115
FT3013,Blue,FALSE,Welterweight,3,Joe Riggs,302,Southpaw,Ben Saunders,522,Orthodox,12/13/2014,John McCarthy,r2,187.96,182.88,195.58,177.8,170,185
FT3010,Blue,FALSE,Heavyweight,3,Gabriel Gonzaga,364,Orthodox,Matt Mitrione,684,Switch,12/13/2014,Herb Dean,r18,190.5,187.96,200.66,193.04,265,242
FT3014,Blue,FALSE,Lightweight,3,Jamie Varner,422,Orthodox,Drew Dober,1147,Southpaw,12/13/2014,Herb Dean,r18,172.72,172.72,177.8,182.88,155,155
FT3007,Red ,FALSE,Heavyweight,5,Junior Dos Santos,592,Orthodox,Stipe Miocic,864,Orthodox,12/13/2014,Herb Dean,r18,193.04,193.04,203.2,195.58,240,238
FT3008,Red ,FALSE,Lightweight,3,Rafael Dos Anjos,595,Southpaw,Nate Diaz,492,Southpaw,12/13/2014,Jason Herzog,r55,182.88,172.72,193.04,177.8,170,170
FT3009,Red ,FALSE,Heavyweight,3,Alistair Overeem,900,Orthodox,Stefan Struve,634,Orthodox,12/13/2014,John McCarthy,r2,210.82,193.04,213.36,203.2,265,265
FT3012,Red ,FALSE,Flyweight,3,John Moraga,983,Orthodox,Willie Gates,1382,Orthodox,12/13/2014,Jason Herzog,r55,172.72,167.64,177.8,167.64,125,125
FT3016,Red ,FALSE,Lightweight,3,David Michaud,1233,Orthodox,Garett Whiteley,1120,Orthodox,12/13/2014,Al Guinee,r121,182.88,175.26,182.88,182.88,155,155
FT3015,Blue,FALSE,Lightweight,3,Joe Ellenberger,1259,Orthodox,Bryan Barberena,1383,Southpaw,12/13/2014,Herb Dean,r18,182.88,175.26,182.88,182.88,170,155
FT3011,Blue,FALSE,Women's Strawweight,3,Claudia Gadelha,1286,Orthodox,Joanna Jedrzejczyk,1299,Orthodox,12/13/2014,Al Guinee,r121,167.64,162.56,165.1,160.02,125,115
FT3017,Red ,FALSE,Bantamweight,3,Henry Cejudo,1380,Orthodox,Dustin Kimura,1024,Orthodox,12/13/2014,Jason Herzog,r55,170.18,162.56,180.34,162.56,135,135
FT3018,Blue,FALSE,Bantamweight,3,Anthony Birchak,1381,Orthodox,Ian Entwistle,1270,Orthodox,12/13/2014,Jason Herzog,r55,165.1,172.72,162.56,175.26,135,135
FT3019,Red ,FALSE,Middleweight,5,Lyoto Machida,462,Southpaw,CB Dollaway,564,Orthodox,12/20/2014,Jerin Valel,r75,187.96,185.42,193.04,187.96,185,185
FT3027,Blue,FALSE,Featherweight,3,Darren Elkins,706,Orthodox,Hacran Dias,972,Orthodox,12/20/2014,Jerin Valel,r75,172.72,177.8,175.26,180.34,155,145
FT3020,Red ,FALSE,Bantamweight,3,Renan Barao,820,Orthodox,Mitch Gagnon,982,Southpaw,12/20/2014,Mario Yamasaki,r7,165.1,167.64,165.1,177.8,135,135
FT3023,Red ,FALSE,Welterweight,3,Erick Silva,849,Orthodox,Mike Rhodes,1176,Orthodox,12/20/2014,Mario Yamasaki,r7,185.42,182.88,187.96,187.96,170,170
FT3024,Red ,FALSE,Middleweight,3,Daniel Sarafian,1016,Orthodox,Antonio Dos Santos,1384,Orthodox,12/20/2014,Eduardo Herdy,r120,177.8,175.26,182.88,185.42,185,185
FT3022,Blue,FALSE,Lightweight,3,Elias Silverio,1111,Orthodox,Rashid Magomedov,1181,Orthodox,12/20/2014,Jerin Valel,r75,175.26,180.34,177.8,185.42,155,155
FT3026,Blue,FALSE,Featherweight,3,Tom Niinimaki,1145,Orthodox,Renato Moicano,1385,Orthodox,12/20/2014,Osiris Maia,r109,180.34,175.26,182.88,175.26,145,145
FT3028,Red ,FALSE,Bantamweight,3,Leandro Issa,1164,Orthodox,Ulka Sasaki,1315,Southpaw,12/20/2014,Osiris Maia,r109,177.8,170.18,180.34,175.26,125,135
FT3030,Red ,FALSE,Middleweight,3,Vitor Miranda,1236,Orthodox,Jake Collier,1386,Orthodox,12/20/2014,Fernando Yamasaki,r78,190.5,185.42,198.12,195.58,205,185
FT3029,Blue,FALSE,Welterweight,3,Marcio Alexandre Junior,1237,Southpaw,Tim Means,918,Orthodox,12/20/2014,Eduardo Herdy,r120,187.96,182.88,190.5,190.5,170,185
FT3025,Red ,FALSE,Light Heavyweight,3,Marcos Rogerio de Lima,1239,Orthodox,Igor Pokrajac,674,Orthodox,12/20/2014,Fernando Yamasaki,r78,182.88,185.42,193.04,190.5,205,253
FT3021,Blue,FALSE,Light Heavyweight,3,Antonio Carlos Junior,1242,Orthodox,Patrick Cummins,1189,Orthodox,12/20/2014,Mario Yamasaki,r7,187.96,187.96,193.04,200.66,205,185
FT3031,Red ,TRUE ,Light Heavyweight,5,Jon Jones,578,Orthodox,Daniel Cormier,1063,Orthodox,1/3/2015,Herb Dean,r18,180.34,193.04,182.88,213.36,235,205
FT3039,Red ,FALSE,Lightweight,3,Evan Dunham,631,Southpaw,Rodrigo Damm,973,Orthodox,1/3/2015,Chris Tognoni,r70,170.18,177.8,180.34,177.8,155,155
FT3033,Red ,FALSE,Middleweight,3,Brad Tavares,720,Orthodox,Nate Marquardt,335,Orthodox,1/3/2015,Yves Lavigne,r20,182.88,185.42,187.96,187.96,185,185
FT3032,Red ,FALSE,Lightweight,3,Donald Cerrone,783,Orthodox,Myles Jury,948,Orthodox,1/3/2015,John McCarthy,r2,177.8,185.42,185.42,185.42,145,155
FT3036,Blue,FALSE,Lightweight,3,Danny Castillo,799,Orthodox,Paul Felder,1331,Orthodox,1/3/2015,Yves Lavigne,r20,180.34,175.26,177.8,180.34,155,155
FT3037,Blue,FALSE,Bantamweight,3,Marcus Brimage,884,Southpaw,Cody Garbrandt,1387,Orthodox,1/3/2015,Herb Dean,r18,172.72,162.56,165.1,180.34,135,135
FT3038,Red ,FALSE,Heavyweight,3,Shawn Jordan,928,Southpaw,Jared Cannonier,1388,Switch,1/3/2015,John McCarthy,r2,180.34,182.88,195.58,190.5,185,260
FT3035,Draw,FALSE,Welterweight,3,Hector Lombard,980,Southpaw,Joshua Burkman,355,Orthodox,1/3/2015,John McCarthy,r2,177.8,175.26,182.88,180.34,170,185
FT3034,Red ,FALSE,Flyweight,3,Kyoji Horiguchi,1125,Orthodox,Louis Gaudinot,883,Orthodox,1/3/2015,Herb Dean,r18,160.02,165.1,160.02,167.64,125,125
FT3040,Red ,FALSE,Welterweight,3,Omari Akhmedov,1131,Orthodox,Mats Nilsson,1201,Orthodox,1/3/2015,Yves Lavigne,r20,185.42,182.88,187.96,185.42,170,185
FT3041,Blue,FALSE,Women's Bantamweight,3,Alexis Dufresne,1284,Orthodox,Marion Reneau,1389,Orthodox,1/3/2015,Chris Tognoni,r70,167.64,175.26,172.72,172.72,135,135
FT3047,Blue,FALSE,Welterweight,3,John Howard,623,Orthodox,Lorenz Larkin,1064,Orthodox,1/18/2015,Herb Dean,r18,180.34,170.18,182.88,180.34,170,170
FT3043,Red ,FALSE,Lightweight,3,Donald Cerrone,783,Orthodox,Benson Henderson,817,Southpaw,1/18/2015,Yves Lavigne,r20,175.26,185.42,177.8,185.42,170,155
FT3045,Blue,FALSE,Lightweight,3,Norman Parke,1005,NULL,Gleison Tibau,447,Southpaw,1/18/2015,Kevin MacDonald,r73,177.8,180.34,180.34,177.8,155,155
FT3042,Red ,FALSE,Featherweight,5,Conor McGregor,1046,Southpaw,Dennis Siver,478,Orthodox,1/18/2015,Herb Dean,r18,167.64,175.26,177.8,187.96,145,155
FT3044,Red ,FALSE,Middleweight,3,Uriah Hall,1048,Orthodox,Ron Stallings,1390,Southpaw,1/18/2015,Herb Dean,r18,187.96,182.88,190.5,200.66,170,185
FT3048,Blue,FALSE,Lightweight,3,Zhang Lipeng,1196,Southpaw,Chris Wade,1318,Orthodox,1/18/2015,Kevin MacDonald,r73,177.8,180.34,177.8,180.34,155,155
FT3052,Blue,FALSE,Light Heavyweight,3,Matt Van Buren,1279,NULL,Sean O'Connell,1217,Orthodox,1/18/2015,Gary Forman,r122,185.42,195.58,187.96,193.04,205,205
FT3046,Red ,FALSE,Welterweight,3,Cathal Pendred,1289,Orthodox,Sean Spencer,1020,NULL,1/18/2015,Yves Lavigne,r20,177.8,185.42,190.5,190.5,170,170
FT3049,Red ,FALSE,Flyweight,3,Paddy Holohan,1290,Orthodox,Shane Howell,1265,Orthodox,1/18/2015,Gary Forman,r122,172.72,177.8,175.26,175.26,125,125
FT3053,Blue,FALSE,Flyweight,3,Tateki Matsuda,1323,Orthodox,Joby Sanchez,1311,Orthodox,1/18/2015,Bryan Miner,r123,167.64,170.18,172.72,165.1,135,125
FT3050,Red ,FALSE,Lightweight,3,Johnny Case,1328,Orthodox,Frankie Perez,1391,Orthodox,1/18/2015,Bryan Miner,r123,180.34,177.8,185.42,182.88,155,155
FT3051,Red ,FALSE,Featherweight,3,Charles Rosa,1336,Switch,Sean Soriano,1165,Orthodox,1/18/2015,Kevin MacDonald,r73,175.26,175.26,177.8,175.26,145,145
FT3055,Blue,FALSE,Middleweight,3,Dan Henderson,131,Orthodox,Gegard Mousasi,1039,Orthodox,1/24/2015,Leon Roberts,r38,187.96,180.34,193.04,187.96,185,185
FT3054,Blue,FALSE,Light Heavyweight,5,Alexander Gustafsson,677,Orthodox,Anthony Johnson,484,Orthodox,1/24/2015,Marc Goddard,r37,187.96,195.58,198.12,200.66,205,205
FT3056,Blue,FALSE,Light Heavyweight,3,Phil Davis,701,Orthodox,Ryan Bader,600,Orthodox,1/24/2015,Marc Goddard,r37,187.96,187.96,187.96,200.66,205,205
FT3059,Red ,FALSE,Welterweight,3,Kenny Robertson,788,Orthodox,Sultan Aliev,1392,Orthodox,1/24/2015,Bobby Rehman,r119,180.34,177.8,187.96,187.96,170,170
FT3060,Blue,FALSE,Featherweight,3,Andy Ogle,988,Orthodox,Makwan Amirkhani,1393,Southpaw,1/24/2015,Kevin Sataki,r124,177.8,172.72,182.88,175.26,145,145
FT3057,Blue,FALSE,Featherweight,3,Akira Corassani,991,Orthodox,Sam Sicilia,955,Orthodox,1/24/2015,Neil Hall,r94,172.72,172.72,170.18,172.72,145,145
FT3061,Red ,FALSE,Light Heavyweight,3,Nikita Krylov,1106,Orthodox,Stanislav Nedkov,851,Orthodox,1/24/2015,Marc Goddard,r37,180.34,190.5,180.34,195.58,205,205
FT3058,Blue,FALSE,Welterweight,3,Nico Musoke,1126,Orthodox,Albert Tumenov,1185,Orthodox,1/24/2015,Leon Roberts,r38,180.34,182.88,185.42,190.5,170,170
FT3062,Red ,FALSE,Lightweight,3,Mairbek Taisumov,1163,Orthodox,Anthony Christodoulou,1394,Orthodox,1/24/2015,Leon Roberts,r38,175.26,175.26,182.88,185.42,155,155
FT3065,Red ,FALSE,Flyweight,3,Neil Seery,1200,Orthodox,Chris Beal,1230,Orthodox,1/24/2015,Kevin Sataki,r124,170.18,162.56,175.26,162.56,125,125
FT3063,Red ,FALSE,Featherweight,3,Mirsad Bektic,1222,Orthodox,Paul Redmond,1395,Orthodox,1/24/2015,Neil Hall,r94,177.8,172.72,177.8,177.8,145,145
FT3064,Red ,FALSE,Heavyweight,3,Viktor Pesta,1241,Orthodox,Konstantin Erokhin,1396,Orthodox,1/24/2015,Bobby Rehman,r119,180.34,190.5,185.42,195.58,230,240
FT3072,Blue,FALSE,Middleweight,3,Ed Herman,395,Orthodox,Derek Brunson,1015,Southpaw,1/31/2015,Mark Smith,r108,185.42,185.42,195.58,195.58,185,205
FT3066,Draw,FALSE,Middleweight,5,Anderson Silva,402,Southpaw,Nick Diaz,284,Southpaw,1/31/2015,John McCarthy,r2,185.42,187.96,193.04,195.58,185,185
FT3068,Blue,FALSE,Lightweight,3,Joe Lauzon,425,Orthodox,Al Iaquinta,951,Orthodox,1/31/2015,Marc Goddard,r37,177.8,177.8,177.8,180.34,155,155
FT3069,Red ,FALSE,Middleweight,3,Thales Leites,443,Orthodox,Tim Boetsch,542,Orthodox,1/31/2015,John McCarthy,r2,182.88,185.42,187.96,198.12,185,185
FT3074,Red ,FALSE,Middleweight,3,Rafael Natal,739,Orthodox,Tom Watson,989,Orthodox,1/31/2015,Mark Smith,r108,185.42,182.88,185.42,193.04,185,185
FT3073,Blue,FALSE,Flyweight,3,Ian McCall,925,Orthodox,John Lineker,940,Orthodox,1/31/2015,John McCarthy,r2,160.02,165.1,170.18,162.56,135,125
FT3067,Red ,FALSE,Welterweight,3,Tyron Woodley,1021,Orthodox,Kelvin Gastelum,1055,Southpaw,1/31/2015,Herb Dean,r18,175.26,175.26,180.34,187.96,185,170
FT3070,Blue,FALSE,Welterweight,3,Jordan Mein,1037,Orthodox,Thiago Alves,344,Orthodox,1/31/2015,Herb Dean,r18,175.26,182.88,177.8,185.42,170,170
FT3071,Red ,FALSE,Women's Bantamweight,3,Miesha Tate,1049,Orthodox,Sara McMann,1069,Orthodox,1/31/2015,Marc Goddard,r37,167.64,167.64,167.64,165.1,135,135
FT3076,Red ,FALSE,Middleweight,3,Thiago Santos,1100,Orthodox,Andy Enz,1180,Orthodox,1/31/2015,Mark Smith,r108,190.5,187.96,198.12,193.04,185,205
FT3075,Blue,FALSE,Middleweight,3,Richardson Moreira,1246,Orthodox,Ildemar Alcantara,1019,Orthodox,1/31/2015,Marc Goddard,r37,187.96,187.96,198.12,182.88,185,185
FT3083,Red ,FALSE,Lightweight,3,Efrain Escudero,599,Orthodox,Rodrigo de Lima,1269,Orthodox,2/14/2015,Don Thais,r125,170.18,175.26,190.5,177.8,155,155
FT3077,Red ,FALSE,Welterweight,5,Benson Henderson,817,Southpaw,Brandon Thatch,1105,Switch,2/14/2015,Herb Dean,r18,187.96,175.26,187.96,177.8,170,170
FT3078,Red ,FALSE,Featherweight,3,Max Holloway,913,Orthodox,Cole Miller,493,Orthodox,2/14/2015,Adam Martinez,r29,185.42,180.34,187.96,175.26,145,155
FT3079,Red ,FALSE,Welterweight,3,Neil Magny,1030,Orthodox,Kiichi Kunimoto,1160,Orthodox,2/14/2015,Herb Dean,r18,177.8,190.5,180.34,203.2,170,170
FT3081,Blue,FALSE,Lightweight,3,Michel Prazeres,1077,Orthodox,Kevin Lee,1179,Orthodox,2/14/2015,Tim Mills,r30,175.26,167.64,195.58,170.18,170,170
FT3085,Red ,FALSE,Flyweight,3,Zach Makovsky,1156,Southpaw,Tim Elliott,939,Southpaw,2/14/2015,Tom Johnson,r61,170.18,162.56,167.64,162.56,135,125
FT3082,Red ,FALSE,Flyweight,3,Ray Borg,1227,Orthodox,Chris Kelades,1332,Orthodox,2/14/2015,Adam Martinez,r29,170.18,162.56,172.72,160.02,125,135
FT3084,Red ,FALSE,Featherweight,3,Chas Skelly,1228,Orthodox,Jim Alers,1209,Orthodox,2/14/2015,Tim Mills,r30,175.26,180.34,180.34,182.88,145,145
FT3086,Red ,FALSE,Lightweight,3,James Moontasri,1263,Switch,Cody Pfister,1397,Orthodox,2/14/2015,Don Thais,r125,177.8,177.8,185.42,180.34,155,170
FT3080,Red ,FALSE,Middleweight,3,Daniel Kelly,1339,Southpaw,Patrick Walsh,1276,NULL,2/14/2015,Tom Johnson,r61,180.34,182.88,180.34,177.8,185,185
FT3088,Blue,FALSE,Lightweight,3,Edson Barboza,757,Orthodox,Michael Johnson,766,Southpaw,2/22/2015,Leon Roberts,r38,177.8,180.34,185.42,190.5,145,155
FT3091,Blue,FALSE,Bantamweight,3,Iuri Alcantara,850,Southpaw,Frankie Saenz,1304,Orthodox,2/22/2015,Mario Yamasaki,r7,167.64,175.26,167.64,180.34,135,135
FT3087,Blue,FALSE,Heavyweight,5,Antonio Silva,942,Orthodox,Frank Mir,240,Southpaw,2/22/2015,Mario Yamasaki,r7,190.5,193.04,200.66,203.2,264,264
FT3089,Blue,FALSE,Middleweight,3,Cezar Ferreira,963,Southpaw,Sam Alvey,1303,Southpaw,2/22/2015,Mario Yamasaki,r7,187.96,185.42,190.5,198.12,205,185
FT3090,Blue,FALSE,Lightweight,3,Rustam Khabilov,1014,Orthodox,Adriano Martins,1130,Southpaw,2/22/2015,Leon Roberts,r38,177.8,172.72,182.88,185.42,155,155
FT3094,Blue,FALSE,Welterweight,3,William Patolino,1081,Orthodox,Matt Dwyer,1333,Orthodox,2/22/2015,Wernei Cardoso,r107,193.04,180.34,193.04,190.5,170,170
FT3093,Blue,FALSE,Women's Bantamweight,3,Jessica Andrade,1095,Orthodox,Marion Reneau,1389,Orthodox,2/22/2015,Camila Albuquerque,r126,167.64,154.94,172.72,157.48,135,115
FT3097,Red ,FALSE,Lightweight,3,Ivan Jorge,1112,Orthodox,Josh Shockley,1258,Orthodox,2/22/2015,Mario Yamasaki,r7,185.42,175.26,187.96,185.42,155,155
FT3092,Red ,FALSE,Welterweight,3,Santiago Ponzinibbio,1129,Orthodox,Sean Strickland,1205,Orthodox,2/22/2015,Wernei Cardoso,r107,185.42,182.88,193.04,185.42,170,170
FT3096,Red ,FALSE,Bantamweight,3,Douglas Silva de Andrade,1183,Orthodox,Cody Gibson,1187,Orthodox,2/22/2015,Camila Albuquerque,r126,177.8,170.18,180.34,172.72,135,135
FT3095,Blue,FALSE,Featherweight,3,Tiago Trator,1297,Orthodox,Mike de la Torre,1218,Orthodox,2/22/2015,Leon Roberts,r38,180.34,175.26,180.34,177.8,145,145
FT3103,Blue,FALSE,Middleweight,3,Mark Munoz,636,Orthodox,Roan Carneiro,468,Orthodox,2/28/2015,Jerin Valel,r75,180.34,182.88,187.96,182.88,170,185
FT3100,Red ,FALSE,Welterweight,3,Jake Ellenberger,666,Orthodox,Josh Koscheck,318,Orthodox,2/28/2015,Jerin Valel,r75,177.8,175.26,185.42,180.34,170,170
