"fight_id","winner","title_bout","weight_class","no_of_rounds","r_fighter","r_fighter_id","r_fighter_stance","b_fighter","b_fighter_id","b_fighter_stance","date","referee","referee_id","b_fighter_height","r_fighter_height","b_fighter_reach","r_fighter_reach","b_fighter_weight","r_fighter_weight","records_id","fight_id-2","b_current_lose_streak","b_current_win_streak","b_draw","b_longest_win_streak","b_losses","b_total_title_bouts","b_win_by_decision_majority","b_win_by_decision_split","b_win_by_decision_unanimous","b_win_by_ko_tko","b_win_by_submission","b_win_by_tko_doctor_stoppage","b_wins","b_total_rounds_fought","b_total_time_fought_seconds","r_current_lose_streak","r_current_win_streak","r_draw","r_longest_win_streak","r_losses","r_total_rounds_fought","r_total_time_fought_seconds","r_total_title_bouts","r_win_by_decision_majority","r_win_by_decision_split","r_win_by_decision_unanimous","r_win_by_ko_tko","r_win_by_submission","r_win_by_tko_doctor_stoppage","r_wins"
"FT1939","Red ","FALSE","Lightweight",3,"Daron Cruickshank",947,"Switch","Chris Tickle",953,NULL,"2012-06-01","Steve Mazzagatti","r17",175.26,172.72,NULL,182.88,155,155,"record1939","FT1939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1940","Red ","FALSE","Lightweight",3,"Myles Jury",948,"Orthodox","Chris Saunders",954,NULL,"2012-06-01","Kim Winslow","r47",172.72,177.8,NULL,185.42,155,145,"record1940","FT1940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1941","Blue","FALSE","Lightweight",3,"Cristiano Marcello",949,"Orthodox","Sam Sicilia",955,"Orthodox","2012-06-01","Chris Tognoni","r70",172.72,175.26,170.18,182.88,145,155,"record1941","FT1941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1942","Red ","FALSE","Lightweight",3,"Joe Proctor",950,"Orthodox","Jeremy Larsen",956,"Orthodox","2012-06-01","Herb Dean","r18",177.8,177.8,177.8,182.88,145,155,"record1942","FT1942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1950","Blue","FALSE","Featherweight",3,"Leonard Garcia",472,"Orthodox","Matt Grice",477,"Orthodox","2012-06-08","Troy Waugh","r22",172.72,177.8,177.8,175.26,145,145,"record1950","FT1950",3,0,0,1,4,0,0,1,0,0,0,0,1,7,379.8,2,0,0,1,4,15,743.5,0,0,1,0,0,1,0,2
"FT1946","Red ","FALSE","Welterweight",3,"Mike Pyle",647,"Orthodox","Josh Neer",336,"Orthodox","2012-06-08","Chris Adams","r90",180.34,182.88,182.88,187.96,170,170,"record1946","FT1946",0,2,0,2,6,0,0,0,2,0,3,1,6,28,646.4166667,0,1,0,3,3,17,530.375,0,0,0,2,1,2,0,5
"FT1948","Red ","FALSE","Welterweight",3,"Mike Pierce",665,"Orthodox","Carlos Eduardo Rocha",754,"Orthodox","2012-06-08","Frank Gentile","r89",177.8,172.72,177.8,177.8,170,170,"record1948","FT1948",1,0,0,1,1,0,0,0,0,0,1,0,1,4,520.5,1,0,0,3,3,23,815,0,0,1,2,1,1,0,5
"FT1949","Red ","FALSE","Welterweight",3,"Seth Baczynski",726,"Orthodox","Lance Benoist",856,"Southpaw","2012-06-08","Chris Adams","r90",180.34,190.5,185.42,187.96,170,170,"record1949","FT1949",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,0,2,0,2,1,7,538,0,0,0,0,0,2,0,2
"FT1944","Red ","FALSE","Flyweight",3,"Demetrious Johnson",787,"Orthodox","Ian McCall",925,"Orthodox","2012-06-08","Troy Waugh","r22",165.1,160.02,162.56,167.64,125,125,"record1944","FT1944",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,2,0,0,2,2,14,1050,1,0,0,2,0,0,0,2
"FT1947","Red ","FALSE","Bantamweight",3,"Eddie Wineland",806,"Orthodox","Scott Jorgensen",826,"Orthodox","2012-06-08","Troy Waugh","r22",165.1,170.18,167.64,175.26,135,135,"record1947","FT1947",1,0,0,2,1,0,0,0,1,1,0,0,2,7,680.3333333,2,0,0,0,2,6,900,0,0,0,0,0,0,0,0
"FT1945","Red ","FALSE","Welterweight",3,"Erick Silva",849,"Orthodox","Charlie Brenneman",710,"Orthodox","2012-06-08","Frank Gentile","r89",177.8,182.88,182.88,187.96,155,170,"record1945","FT1945",0,1,0,2,2,0,0,0,4,0,0,0,4,15,684.8333333,1,0,0,1,1,2,34.5,0,0,0,0,1,0,0,1
"FT1951","Red ","FALSE","Bantamweight",3,"Dustin Pague",885,"Orthodox","Jared Papazian",905,"Southpaw","2012-06-08","Frank Gentile","r89",172.72,175.26,170.18,187.96,135,135,"record1951","FT1951",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,1,0,0,0,1,1,69,0,0,0,0,0,0,0,0
"FT1955","Blue","FALSE","Welterweight",3,"Jake Hecht",898,"Orthodox","Sean Pierson",773,"Southpaw","2012-06-08","Chris Adams","r90",182.88,182.88,193.04,193.04,170,170,"record1955","FT1955",2,0,0,1,2,0,0,0,1,0,0,0,1,7,654,1,0,0,1,1,3,212.5,0,0,0,0,1,0,0,1
"FT1954","Red ","FALSE","Lightweight",3,"Henry Martinez",914,"Southpaw","Bernardo Magalhaes",920,"Orthodox","2012-06-08","Frank Gentile","r89",175.26,170.18,165.1,172.72,155,155,"record1954","FT1954",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,1,0,0,0,1,3,900,0,0,0,0,0,0,0,0
"FT1952","Red ","FALSE","Lightweight",3,"Tim Means",918,"Orthodox","Justin Salas",919,"Southpaw","2012-06-08","Chris Adams","r90",172.72,187.96,177.8,190.5,155,170,"record1952","FT1952",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,0,1,0,1,0,3,900,0,0,0,1,0,0,0,1
"FT1953","Red ","FALSE","Middleweight",3,"Buddy Roberts",958,"Orthodox","Caio Magalhaes",959,"Orthodox","2012-06-08","Troy Waugh","r22",185.42,187.96,185.42,NULL,185,185,"record1953","FT1953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1957","Red ","FALSE","Lightweight",3,"Sam Stout",374,"Orthodox","Spencer Fisher",340,"Southpaw","2012-06-22","Kevin Mulhall","r26",170.18,175.26,177.8,177.8,155,155,"record1957","FT1957",2,0,0,3,7,0,0,0,4,2,2,1,9,39,697.3125,1,0,0,2,6,32,778.1666667,0,0,2,3,1,0,0,6
"FT1956","Red ","FALSE","Lightweight",5,"Gray Maynard",494,"Orthodox","Clay Guida",438,"Orthodox","2012-06-22","Dan Miragliotta","r25",170.18,175.26,177.8,177.8,155,155,"record1956","FT1956",1,0,0,4,6,0,0,2,2,1,4,0,9,39,728.3333333,2,0,0,8,3,33,843.8181818,2,0,2,5,1,0,0,8
"FT1965","Red ","FALSE","Welterweight",3,"Matt Brown",562,"Orthodox","Luis Ramos",853,"Orthodox","2012-06-22","Gasper Oliver","r91",172.72,182.88,NULL,190.5,170,170,"record1965","FT1965",1,0,0,0,1,0,0,0,0,0,0,0,0,1,40,0,2,0,3,5,27,541.6666667,0,0,0,2,4,1,0,7
"FT1966","Red ","FALSE","Welterweight",3,"Dan Miller",586,"Orthodox","Ricardo Funch",693,"Southpaw","2012-06-22","Dan Miragliotta","r25",177.8,185.42,193.04,187.96,170,185,"record1966","FT1966",3,0,0,0,3,0,0,0,0,0,0,0,0,6,463.3333333,2,0,0,3,5,25,686.3,0,0,1,1,0,3,0,5
"FT1964","Blue","FALSE","Middleweight",3,"Nick Catone",626,"Southpaw","Chris Camozzi",722,"Orthodox","2012-06-22","Dan Miragliotta","r25",187.96,182.88,193.04,182.88,185,185,"record1964","FT1964",0,1,0,2,2,0,0,1,1,0,1,0,3,13,692.6,0,2,0,2,2,13,720,0,0,1,1,0,1,0,3
"FT1962","Red ","FALSE","Welterweight",3,"Rick Story",649,"Southpaw","Brock Jardine",961,"Orthodox","2012-06-22","Dan Miragliotta","r25",180.34,175.26,185.42,180.34,170,170,"record1962","FT1962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,0,0,6,3,25,782.6666667,0,0,2,2,1,1,0,6
"FT1959","Blue","FALSE","Featherweight",3,"Ross Pearson",651,"Orthodox","Cub Swanson",876,"Orthodox","2012-06-22","Yves Lavigne","r20",172.72,172.72,177.8,175.26,145,155,"record1959","FT1959",0,1,0,1,1,0,0,0,0,1,0,0,1,4,439,0,1,0,3,2,19,783.8571429,1,0,0,4,0,0,1,5
"FT1958","Red ","FALSE","Welterweight",3,"Brian Ebersole",789,"Southpaw","TJ Waldburger",738,"Orthodox","2012-06-22","Kevin Mulhall","r26",180.34,182.88,190.5,185.42,170,170,"record1958","FT1958",0,2,0,2,1,0,0,0,1,0,2,0,3,6,320.5,0,3,0,3,0,7,689.3333333,0,0,1,1,1,0,0,3
"FT1961","Red ","FALSE","Lightweight",3,"Ramsey Nijem",821,"Orthodox","CJ Keith",960,"Orthodox","2012-06-22","Yves Lavigne","r20",182.88,180.34,NULL,190.5,155,155,"record1961","FT1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,1,4,567,1,0,0,1,0,0,0,1
"FT1967","Red ","FALSE","Bantamweight",3,"Ken Stone",832,NULL,"Dustin Pague",885,"Orthodox","2012-06-22","Gasper Oliver","r91",175.26,172.72,187.96,180.34,135,135,"record1967","FT1967",0,1,0,1,1,0,0,0,0,0,1,0,1,2,135,0,1,0,1,1,2,200.5,0,0,0,0,0,1,0,1
"FT1960","Blue","FALSE","Featherweight",3,"Hatsu Hioki",865,"Orthodox","Ricardo Lamas",840,"Orthodox","2012-06-22","Yves Lavigne","r20",172.72,180.34,180.34,177.8,145,145,"record1960","FT1960",0,2,0,2,0,0,0,0,0,1,1,0,2,3,358.5,0,2,0,2,0,6,900,0,0,1,1,0,0,0,2
"FT1963","Red ","FALSE","Featherweight",3,"Steven Siler",887,"Orthodox","Joey Gambino",962,"Orthodox","2012-06-22","Kevin Mulhall","r26",170.18,180.34,NULL,177.8,145,145,"record1963","FT1963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2,0,2,0,6,900,0,0,0,2,0,0,0,2
"FT1968","Blue","FALSE","Catch Weight",5,"Wanderlei Silva",144,"Orthodox","Rich Franklin",269,"Southpaw","2012-06-23","Mario Yamasaki","r7",185.42,180.34,190.5,187.96,185,205,"record1968","FT1968",1,0,0,7,5,5,0,0,3,8,1,1,13,40,583.7222222,0,1,0,1,6,21,527,1,0,0,1,3,0,0,4
"FT1971","Red ","FALSE","Heavyweight",3,"Fabricio Werdum",476,"Orthodox","Mike Russow",662,"Orthodox","2012-06-23","Herb Dean","r18",185.42,193.04,185.42,195.58,255,231,"record1971","FT1971",0,4,0,4,0,0,0,0,2,1,0,1,4,11,788.75,0,1,0,2,2,10,547,0,0,0,1,2,0,0,3
"FT1972","Blue","FALSE","Featherweight",3,"Iuri Alcantara",850,"Southpaw","Hacran Dias",972,"Orthodox","2012-06-23","Marc Goddard","r37",172.72,175.26,175.26,180.34,155,135,"record1972","FT1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2,0,2,0,6,900,0,0,0,2,0,0,0,2
"FT1978","Draw","FALSE","Featherweight",3,"Felipe Arantes",854,"Orthodox","Milton Vieira",978,"Orthodox","2012-06-23","Marc Goddard","r37",182.88,172.72,182.88,185.42,145,135,"record1978","FT1978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,1,6,900,0,0,0,1,0,0,0,1
"FT1969","Red ","TRUE ","Middleweight",4,"Cezar Ferreira",963,"Southpaw","Sergio Moraes",970,"Orthodox","2012-06-23","Herb Dean","r18",182.88,185.42,182.88,198.12,170,185,"record1969","FT1969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1970","Blue","TRUE ","Featherweight",4,"Godofredo Pepey",964,"Orthodox","Rony Jason",971,"Orthodox","2012-06-23","Marc Goddard","r37",170.18,170.18,177.8,185.42,145,145,"record1970","FT1970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1973","Blue","FALSE","Featherweight",3,"Anistavio Medeiros",965,"Orthodox","Rodrigo Damm",973,"Orthodox","2012-06-23","Mario Yamasaki","r7",170.18,167.64,180.34,NULL,155,145,"record1973","FT1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1974","Blue","FALSE","Middleweight",3,"Delson Heleno",966,"Orthodox","Francisco Trinaldo",974,"Southpaw","2012-06-23","Herb Dean","r18",175.26,180.34,177.8,NULL,155,185,"record1974","FT1974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1975","Blue","FALSE","Featherweight",3,"John Teixeira",967,"Orthodox","Hugo Viana",975,"Orthodox","2012-06-23","Marc Goddard","r37",167.64,170.18,170.18,NULL,135,145,"record1975","FT1975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1976","Red ","FALSE","Middleweight",3,"Thiago Perpetuo",968,"Orthodox","Leonardo Mafra",976,"Orthodox","2012-06-23","Mario Yamasaki","r7",177.8,177.8,177.8,180.34,155,170,"record1976","FT1976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1977","Red ","FALSE","Featherweight",3,"Marcos Vinicius",969,"Orthodox","Wagner Campos",977,"Southpaw","2012-06-23","Herb Dean","r18",167.64,175.26,NULL,177.8,145,125,"record1977","FT1977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1988","Blue","FALSE","Lightweight",3,"John Alessio",199,"Orthodox","Shane Roller",800,"Orthodox","2012-07-07","Josh Rosenthal","r27",177.8,177.8,182.88,182.88,155,155,"record1988","FT1988",3,0,0,1,3,0,0,0,0,1,0,0,1,9,538,4,0,0,0,4,11,775.75,1,0,0,0,0,0,0,0
"FT1984","Blue","FALSE","Bantamweight",3,"Ivan Menjivar",300,"Orthodox","Mike Easton",860,"Southpaw","2012-07-07","Josh Rosenthal","r27",167.64,167.64,177.8,162.56,135,145,"record1984","FT1984",0,2,0,2,0,0,1,0,0,1,0,0,2,5,746,0,3,0,3,1,8,528.75,0,0,0,1,1,1,0,3
"FT1980","Red ","FALSE","Light Heavyweight",3,"Forrest Griffin",314,"Orthodox","Tito Ortiz",97,"Orthodox","2012-07-07","Steve Mazzagatti","r17",190.5,190.5,187.96,195.58,205,205,"record1980","FT1980",2,0,0,6,11,10,0,2,3,7,2,1,15,62,659.7307692,1,0,0,3,5,34,678.2857143,3,0,1,5,1,2,0,9
"FT1985","Red ","FALSE","Lightweight",3,"Melvin Guillard",356,"Orthodox","Fabricio Camoes",681,"Orthodox","2012-07-07","Yves Lavigne","r20",177.8,175.26,185.42,172.72,155,155,"record1985","FT1985",0,1,0,1,2,0,0,0,0,0,1,0,1,6,567.6666667,2,0,0,5,6,25,338.625,0,0,2,1,6,0,1,10
"FT1979","Red ","TRUE ","Middleweight",5,"Anderson Silva",402,"Southpaw","Chael Sonnen",350,"Southpaw","2012-07-07","Yves Lavigne","r20",185.42,187.96,187.96,195.58,205,185,"record1979","FT1979",0,2,0,3,4,1,0,0,5,0,1,0,6,27,733.5,0,14,0,14,0,32,559.2857143,10,0,0,2,9,3,0,14
"FT1986","Blue","FALSE","Lightweight",3,"Gleison Tibau",447,"Southpaw","Khabib Nurmagomedov",906,"Orthodox","2012-07-07","Mario Yamasaki","r7",177.8,177.8,177.8,180.34,155,155,"record1986","FT1986",0,1,0,1,0,0,0,0,0,0,1,0,1,3,728,0,3,0,3,5,36,678.1333333,0,0,2,4,1,3,0,10
"FT1982","Blue","FALSE","Welterweight",3,"Dong Hyun Kim",556,"Southpaw","Demian Maia",515,"Southpaw","2012-07-07","Mario Yamasaki","r7",185.42,187.96,182.88,193.04,170,170,"record1982","FT1982",1,0,0,5,4,1,0,0,4,0,5,0,9,32,660.1538462,0,1,0,3,2,22,775.375,0,0,1,4,1,0,0,6
"FT1989","Red ","FALSE","Lightweight",3,"Rafaello Oliveira",672,"Orthodox","Yoislandy Izquierdo",934,"Southpaw","2012-07-07","Mario Yamasaki","r7",180.34,172.72,NULL,180.34,155,155,"record1989","FT1989",1,0,0,0,1,0,0,0,0,0,0,0,0,2,388,3,0,0,1,4,13,734.4,0,0,0,1,0,0,0,1
"FT1983","Red ","FALSE","Featherweight",3,"Chad Mendes",784,"Orthodox","Cody McKenzie",761,"Switch","2012-07-07","Steve Mazzagatti","r17",182.88,167.64,182.88,167.64,155,145,"record1983","FT1983",0,1,0,1,2,0,0,0,0,0,2,0,2,6,352.5,1,0,0,2,1,7,699.6666667,1,0,0,2,0,0,0,2
"FT1987","Red ","FALSE","Middleweight",3,"Costas Philippou",804,"Orthodox","Riki Fukuda",794,"Southpaw","2012-07-07","Steve Mazzagatti","r17",182.88,180.34,185.42,185.42,185,185,"record1987","FT1987",0,1,0,1,1,0,0,0,1,0,0,0,1,6,900,0,3,0,3,1,10,722.75,0,0,1,1,1,0,0,3
"FT1981","Red ","FALSE","Middleweight",3,"Cung Le",879,"Southpaw","Patrick Cote",308,"Orthodox","2012-07-07","Josh Rosenthal","r27",180.34,175.26,180.34,175.26,170,185,"record1981","FT1981",3,0,0,4,7,2,0,1,1,2,0,0,4,26,629.6363636,1,0,0,0,1,2,589,0,0,0,0,0,0,0,0
"FT1995","Red ","FALSE","Lightweight",3,"Rafael Dos Anjos",595,"Southpaw","Anthony Njokuani",808,"Orthodox","2012-07-11","Marcos Rosales","r67",185.42,172.72,190.5,177.8,155,170,"record1995","FT1995",0,1,0,1,2,0,0,0,2,0,0,0,2,12,900,0,1,0,3,4,22,631,0,0,0,2,1,2,0,5
"FT1990","Blue","FALSE","Middleweight",5,"Mark Munoz",636,"Orthodox","Chris Weidman",797,"Orthodox","2012-07-11","Josh Rosenthal","r27",187.96,182.88,198.12,182.88,185,185,"record1990","FT1990",0,4,0,4,0,0,0,0,2,0,2,0,4,8,555.25,0,4,0,4,2,19,567.4444444,0,0,1,2,4,0,0,7
"FT1992","Red ","FALSE","Welterweight",3,"Aaron Simpson",638,"Orthodox","Kenny Robertson",788,"Orthodox","2012-07-11","Marcos Rosales","r67",177.8,182.88,187.96,185.42,170,170,"record1992","FT1992",1,0,0,0,1,0,0,0,0,0,0,0,0,2,329,1,0,0,3,3,23,708.2222222,0,0,1,3,2,0,0,6
"FT1991","Red ","FALSE","Light Heavyweight",3,"James Te Huna",705,"Orthodox","Joey Beltran",702,"Orthodox","2012-07-11","Jason McCoy","r81",185.42,187.96,190.5,190.5,185,185,"record1991","FT1991",2,0,0,2,4,0,0,0,1,2,0,0,3,18,705.8571429,0,2,0,2,1,6,312,0,0,0,0,3,0,0,3
"FT1993","Blue","FALSE","Middleweight",3,"Karlos Vemola",732,"Orthodox","Francis Carmont",868,"Orthodox","2012-07-11","Josh Rosenthal","r27",190.5,182.88,198.12,190.5,205,185,"record1993","FT1993",0,2,0,2,0,0,0,0,1,0,1,0,2,5,651,0,1,0,1,2,9,598.25,0,0,0,0,1,1,0,2
"FT1998","Blue","FALSE","Middleweight",3,"Rafael Natal",739,"Orthodox","Andrew Craig",927,"Orthodox","2012-07-11","Marcos Rosales","r67",185.42,182.88,193.04,193.04,170,185,"record1998","FT1998",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,0,2,0,2,2,12,900,0,0,0,2,0,0,0,2
"FT1997","Red ","FALSE","Flyweight",3,"Chris Cariaso",781,"Southpaw","Josh Ferguson",894,"Orthodox","2012-07-11","Jason McCoy","r81",165.1,160.02,167.64,160.02,125,125,"record1997","FT1997",1,0,0,0,1,0,0,0,0,0,0,0,0,3,622,0,2,0,2,1,12,900,0,0,1,2,0,0,0,3
"FT1996","Blue","FALSE","Bantamweight",3,"Damacio Page",798,"Orthodox","Alex Caceres",811,"Southpaw","2012-07-11","Josh Rosenthal","r27",177.8,167.64,185.42,167.64,145,135,"record1996","FT1996",1,0,0,1,3,0,0,0,1,0,0,0,1,9,622.5,2,0,0,0,2,3,377.5,0,0,0,0,0,0,0,0
"FT2000","Red ","FALSE","Bantamweight",3,"Raphael Assuncao",809,"Orthodox","Issei Tamura",922,"Orthodox","2012-07-11","Jason McCoy","r81",165.1,165.1,160.02,167.64,135,135,"record2000","FT2000",0,1,0,1,0,0,0,0,0,1,0,0,1,2,332,0,1,0,1,1,4,526,0,0,0,1,0,0,0,1
"FT1994","Red ","FALSE","Bantamweight",3,"TJ Dillashaw",882,"Orthodox","Vaughan Lee",875,"Orthodox","2012-07-11","Jason McCoy","r81",167.64,167.64,167.64,170.18,125,125,"record1994","FT1994",0,1,0,1,1,0,0,0,0,0,1,0,1,4,584.5,0,1,0,1,1,4,507,1,0,0,1,0,0,0,1
"FT1999","Red ","FALSE","Welterweight",3,"Marcelo Guimaraes",979,"Orthodox","Dan Stittgen",912,"Orthodox","2012-07-11","Josh Rosenthal","r27",185.42,182.88,NULL,185.42,170,185,"record1999","FT1999",1,0,0,0,1,0,0,0,0,0,0,0,0,1,253,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2003","Red ","FALSE","Heavyweight",3,"Cheick Kongo",406,"Orthodox","Shawn Jordan",928,"Southpaw","2012-07-21","Yves Lavigne","r20",182.88,193.04,190.5,208.28,260,240,"record2003","FT2003",0,1,0,1,0,0,0,0,0,1,0,0,1,2,533,1,0,0,3,6,33,548.9375,0,1,0,2,6,0,1,10
"FT2008","Blue","FALSE","Light Heavyweight",3,"Anthony Perosh",408,"Orthodox","Ryan Jimmo",981,"Orthodox","2012-07-21","Josh Rosenthal","r27",185.42,190.5,185.42,190.5,205,205,"record2008","FT2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,0,3,3,10,435.8333333,0,0,0,0,1,2,0,3
"FT2006","Blue","FALSE","Middleweight",3,"Court McGee",718,"Orthodox","Nick Ring",790,"Southpaw","2012-07-21","Yves Lavigne","r20",182.88,180.34,187.96,190.5,185,170,"record2006","FT2006",1,0,0,2,1,0,0,0,1,0,1,0,2,9,871,1,0,0,3,1,11,750.5,1,0,0,1,0,2,0,3
"FT2004","Blue","FALSE","Welterweight",3,"Brian Ebersole",789,"Southpaw","James Head",837,"Orthodox","2012-07-21","Mario Yamasaki","r7",185.42,182.88,185.42,185.42,170,170,"record2004","FT2004",0,1,0,1,1,0,0,0,0,0,1,0,1,4,543,0,4,0,4,0,10,742,0,0,1,2,1,0,0,4
"FT2001","Blue","TRUE ","Bantamweight",5,"Urijah Faber",802,"Orthodox","Renan Barao",820,"Orthodox","2012-07-21","Mario Yamasaki","r7",167.64,167.64,177.8,170.18,135,135,"record2001","FT2001",0,3,0,3,0,0,0,0,2,0,1,0,3,7,683,0,1,0,1,1,10,929,1,0,0,1,0,1,0,2
"FT2007","Draw","FALSE","Bantamweight",3,"Roland Delorme",886,"Orthodox","Francisco Rivera",833,"Orthodox","2012-07-21","Mario Yamasaki","r7",172.72,175.26,172.72,180.34,135,135,"record2007","FT2007",0,1,0,1,1,0,0,0,1,0,0,0,1,6,808.5,0,2,0,2,0,4,460.5,0,0,0,0,0,2,0,2
"FT2009","Red ","FALSE","Bantamweight",3,"Bryan Caraway",888,"Orthodox","Mitch Gagnon",982,"Southpaw","2012-07-21","Yves Lavigne","r20",165.1,172.72,165.1,172.72,135,135,"record2009","FT2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,2,518,0,0,0,0,0,1,0,1
"FT2011","Blue","FALSE","Lightweight",3,"Mitch Clarke",897,"Orthodox","Anton Kuivanen",917,"Orthodox","2012-07-21","Josh Rosenthal","r27",172.72,177.8,182.88,185.42,155,155,"record2011","FT2011",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,1,0,0,0,1,2,576,0,0,0,0,0,0,0,0
"FT2010","Red ","FALSE","Featherweight",3,"Antonio Carvalho",903,"Orthodox","Daniel Pineda",904,"Orthodox","2012-07-21","Mario Yamasaki","r7",170.18,175.26,175.26,172.72,145,145,"record2010","FT2010",1,0,0,2,1,0,0,0,0,0,2,0,2,5,374,1,0,0,0,1,3,900,0,0,0,0,0,0,0,0
"FT2005","Draw","FALSE","Welterweight",3,"Chris Clements",937,"Orthodox","Matthew Riddle",561,"Southpaw","2012-07-21","Josh Rosenthal","r27",185.42,177.8,187.96,177.8,170,170,"record2005","FT2005",0,1,0,3,3,0,0,1,3,1,0,0,6,26,832.4444444,0,1,0,1,0,3,900,0,0,1,0,0,0,0,1
"FT2002","Blue","FALSE","Middleweight",3,"Hector Lombard",980,"Southpaw","Tim Boetsch",542,"Orthodox","2012-07-21","Josh Rosenthal","r27",182.88,175.26,187.96,180.34,185,185,"record2002","FT2002",0,3,0,3,3,0,0,0,3,3,0,0,6,21,614.3333333,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2015","Red ","FALSE","Welterweight",3,"Mike Swick",320,"Orthodox","DaMarques Johnson",653,"Orthodox","2012-08-04","Herb Dean","r18",185.42,185.42,190.5,195.58,170,170,"record2015","FT2015",1,0,0,2,4,1,0,0,0,2,2,0,4,13,402.125,2,0,0,5,3,24,482,0,1,0,2,4,2,0,9
"FT2014","Red ","FALSE","Lightweight",3,"Joe Lauzon",425,"Orthodox","Jamie Varner",422,"Orthodox","2012-08-04","Luis Cobian","r92",172.72,177.8,182.88,180.34,155,155,"record2014","FT2014",0,2,0,2,1,0,0,0,0,1,1,0,2,5,369.3333333,1,0,0,3,4,19,313.8333333,0,0,0,0,2,6,0,8
"FT2013","Red ","FALSE","Light Heavyweight",3,"Lyoto Machida",462,"Southpaw","Ryan Bader",600,"Orthodox","2012-08-04","John McCarthy","r2",187.96,185.42,187.96,187.96,205,185,"record2013","FT2013",0,2,0,5,2,1,0,0,4,3,0,0,7,20,580.1111111,1,0,0,8,3,30,711.8333333,4,0,0,5,3,1,0,9
"FT2016","Blue","FALSE","Featherweight",3,"Cole Miller",493,"Orthodox","Nam Phan",760,"Orthodox","2012-08-04","John McCarthy","r2",167.64,185.42,177.8,187.96,135,145,"record2016","FT2016",1,0,0,1,3,0,0,0,1,0,0,0,1,12,900,1,0,0,2,4,22,511.6363636,0,0,0,1,1,5,0,7
"FT2020","Red ","FALSE","Featherweight",3,"Manvel Gamburyan",495,"Orthodox","Michihiro Omigawa",514,"Orthodox","2012-08-04","Luis Cobian","r92",167.64,165.1,172.72,170.18,145,135,"record2020","FT2020",1,0,0,1,5,0,0,0,1,0,0,0,1,18,900,4,0,0,2,5,14,460.5714286,1,0,0,0,0,2,0,2
"FT2012","Red ","FALSE","Light Heavyweight",5,"Mauricio Rua",511,"Orthodox","Brandon Vera",339,"Orthodox","2012-08-04","Herb Dean","r18",190.5,185.42,193.04,193.04,230,205,"record2012","FT2012",0,1,0,4,6,0,0,0,3,4,1,0,8,30,570.0714286,1,0,0,2,4,22,764.25,3,0,0,0,4,0,0,4
